"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2007";"2008";"2009";"2010";"2011";"2012" 
"06117910 Negativ budgetregulering "; 0,0; -20,0; 0,0; 0,0; 0,0; 0,0
"06117920 Obligatorisk opsparing "; 0,0; -17,1; 0,0; 0,0; 0,0; 0,0
"06117986 Budgetregulering vedr. ASC "; 0,0; 0,0; -2,1; -13,1; -15,2; -14,8
"06117987 Reserve til betaling til ASC "; 0,0; 0,0; 2,1; 9,6; 11,2; 11,2
"062 Internationale organisationer "; 431,9; 453,4; 625,1; 625,7; 625,8; 615,8
"0621 Nordiske formål "; 147,7; 146,5; 146,6; 146,6; 146,6; 146,6
"062101 Nordisk Ministerråd "; 147,7; 146,5; 146,6; 146,6; 146,6; 146,6
"06210110 Nordisk Ministerråd "; 147,7; 146,5; 146,6; 146,6; 146,6; 146,6
"0622 Øvrige internationale organisationer "; 284,2; 306,9; 478,5; 479,1; 479,2; 469,2
"062201 Fredsbevarende operationer "; 70,6; 70,4; 228,2; 228,2; 228,2; 228,2
"06220110 De Forenede Nationer "; 70,6; 50,4; 207,4; 207,4; 207,4; 207,4
"06220120 Internationale straffedomstrole "; 0,0; 20,0; 20,8; 20,8; 20,8; 20,8
"062203 Øvrige organisationer "; 209,4; 232,1; 245,8; 246,4; 246,5; 236,5
"06220310 Almindelig virksomhed "; 209,4; 232,1; 245,8; 246,4; 246,5; 236,5
"062205 Den Europæiske Investeringsbank "; 4,1; 4,4; 4,5; 4,5; 4,5; 4,5
"06220510 Den Europæiske Investeringsbank "; 4,1; 4,4; 4,5; 4,5; 4,5; 4,5
"063 Bistand til udviklingslandene "; 11399,4; 12617,2; 12993,1; 13213,6; 13429,7; 13607,7
"0631 Reserver "; 0,0; 100,0; 0,8; 100,0; 100,0; 100,0
"063179 Reserver "; 0,0; 100,0; 0,8; 100,0; 100,0; 100,0
"06317910 Reserve "; 0,0; 100,0; 0,8; 100,0; 100,0; 100,0
"0632 Bilateral bistand "; 5038,8; 6192,8; 6822,0; 6405,5; 7043,7; 6768,7
"063201 Udviklingslande i Afrika "; 2208,8; 3131,4; 3970,0; 2916,0; 3911,0; 3476,0
"06320110 Tanzania "; 8,8; 600,0; 988,6; 15,0; 890,0; 15,0
"06320111 Kenya "; 22,9; 120,0; 383,0; 425,0; 210,0; 10,0
"06320112 Uganda "; 354,8; 33,0; 495,0; 330,0; 335,0; 15,0
"06320113 Mozambique "; 276,6; 110,0; 64,6; 575,0; 465,0; 425,0
"06320115 Ghana "; 428,0; 916,0; 413,0; 686,0; 406,0; 6,0
"06320116 Benin "; 90,2; 265,0; 0,0; 0,0; 550,0; 550,0
"06320117 Burkina Faso "; 66,7; 410,0; 454,9; 5,0; 125,0; 665,0
"06320118 Zambia "; 518,4; 220,0; 96,1; 245,0; 305,0; 105,0
"06320119 Egypten "; -3,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06320120 Mali "; 350,0; 190,0; 530,5; 10,0; 10,0; 720,0
"06320123 Øvrige indsatser i Afrika "; 95,4; 237,4; 406,3; 15,0; 5,0; 355,0
"06320124 Særlige bilaterale aids-indsatser i Afrika "; 0,0; 0,0; 0,0; 400,0; 400,0; 400,0
"06320125 Særlige bilaterale kvinde-indsatser i Afrika "; 0,0; 30,0; 138,0; 210,0; 210,0; 210,0
"063202 Udviklingslande i Asien og Latinamerika "; 654,7; 1107,0; 718,4; 1381,0; 1029,0; 1439,0
"06320209 Afghanistan "; 0,0; 210,0; 153,5; 270,0; 325,0; 325,0
"06320211 Bangladesh "; -193,0; 10,0; -1,9; 460,0; 10,0; 440,0
"06320212 Nepal "; 210,0; 230,0; 215,0; 80,0; 10,0; 340,0
"06320213 Bhutan "; 145,1; 56,0; 76,0; 6,0; 56,0; 6,0
"06320214 Vietnam "; 222,3; 395,0; 81,9; 150,0; 205,0; 5,0
"06320215 Øvrige indsatser i Asien "; 135,5; 93,0; 192,0; 50,0; 80,0; 30,0
"06320216 Nicaragua "; 10,7; 108,0; -86,2; 5,0; 313,0; 8,0
"06320217 Bolivia "; 124,1; 5,0; 88,1; 360,0; 10,0; 185,0
"06320218 Øvrige indsatser i Latinamerika "; 0,0; 0,0; 0,0; 0,0; 20,0; 100,0
"063204 Personelbistand "; 178,7; 306,0; 287,5; 326,7; 321,8; 311,9
"06320410 Rådgiverbistand "; 34,5; 21,0; 1,8; 32,9; 33,0; 33,1
"06320411 Stipendiatbistand "; 50,0; 60,0; 60,0; 60,0; 60,0; 50,0
"06320412 Firmarådgivere "; 94,1; 92,0; 73,9; 92,0; 92,0; 92,0
"06320413 Bistandsfaglig kompetenceudvikling mv. "; 0,0; 17,5; 17,8; 17,8; 17,8; 17,8
"06320414 IT-, ejend., rejse- og kom. udgifter "; 0,0; 45,0; 60,0; 55,0; 50,0; 50,0
"06320415 Rådgivende enheder "; 0,0; 70,5; 74,0; 69,0; 69,0; 69,0
"063205 Business-to-Business Programmet mv. "; 221,9; 233,0; 220,2; 180,0; 180,0; 180,0
"06320512 Business-to-Business Programmer (B2B) "; 177,2; 200,0; 200,5; 160,0; 160,0; 160,0
"06320513 Miljø- og Træningsfonden "; 0,0; 3,0; 3,0; 0,0; 0,0; 0,0
"06320515 Offentlige-Private Partnerskaber "; 44,6; 27,0; 17,7; 18,0; 18,0; 18,0
"06320516 FN's Global Compact "; 0,0; 3,0; -1,0; 2,0; 2,0; 2,0
"063206 Blandede kreditter "; 349,7; 350,0; 348,5; 300,0; 300,0; 300,0
"06320610 Blandede kreditter "; 349,7; 350,0; 348,5; 300,0; 300,0; 300,0
"063207 Lånebistand "; 671,0; 450,6; 416,6; 540,0; 540,1; 300,0
"06320712 Afskrivning af lån "; 0,0; 0,0; 155,6; 0,0; 0,0; 0,0
"06320714 Gældslettelse til udviklingslandene "; 671,0; 450,6; 261,0; 540,0; 540,1; 300,0
"063208 Øvrig bistand "; 508,5; 428,0; 661,5; 568,0; 568,0; 568,0
"06320820 Bilateral regionalbistand "; 174,7; 0,0; 0,0; 0,0; 0,0; 0,0
"06320830 Projekter, demokrati og menneskerettigheder "; 103,4; 0,0; 0,0; 0,0; 0,0; 0,0
"06320840 Støtte til RCT "; 49,0; 48,0; 48,0; 48,0; 48,0; 48,0
"06320850 Det Arabiske Initiativ "; 104,5; 100,0; 100,0; 100,0; 100,0; 100,0
"06320860 Stabilisering og konfliktforebyggelse "; 0,0; 110,0; 296,6; 250,0; 250,0; 250,0
"06320870 Demokrati og menneskerettigheder "; 76,9; 170,0; 216,9; 170,0; 170,0; 170,0
"063210 Overgangsbistand til vestlige Balkan "; -3,1; 0,0; 0,0; 0,0; 0,0; 0,0
"06321011 Overgangsbistand til øvrige Balkan "; -3,1; 0,0; 0,0; 0,0; 0,0; 0,0
"063211 Naboskabsprogram "; 248,8; 186,8; 199,3; 193,8; 193,8; 193,8
"06321110 Programindsatser "; 193,8; 173,9; 169,4; 160,0; 160,0; 160,0
"06321120 Øvrige indsatser "; 55,0; 12,9; 29,9; 33,8; 33,8; 33,8
"0633 NGO-bistand "; 912,8; 983,0; 1112,7; 1013,0; 1013,0; 1013,0
"063301 Bistand gennem private organisationer "; 912,8; 983,0; 1112,7; 1013,0; 1013,0; 1013,0
"06330110 Rammeaftaler "; 519,5; 532,0; 547,0; 547,0; 547,0; 547,0
"06330111 Andre samarbejdsformer med NGO'er "; 281,1; 323,0; 424,0; 337,0; 337,0; 337,0
"06330112 Puljeordninger "; 112,2; 128,0; 141,7; 129,0; 129,0; 129,0
"0634 Miljø- og klimabistand "; 555,2; 403,3; 416,6; 1015,0; 584,0; 656,0
"063401 Miljø- og klimabistand i udviklingslande m.v. "; 555,2; 403,3; 416,6; 1015,0; 584,0; 656,0
"06340110 Nye danske indsatser i globale miljøprogram. "; -0,4; 0,0; 0,0; 0,0; 0,0; 0,0
"06340120 Bilaterale miljøindsatser "; 455,7; 160,5; 33,7; 546,0; 430,0; 485,0
"06340140 Informationsindsats "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"06340150 FN's Miljøprogram (UNEP) "; 31,0; 0,0; 40,0; 0,0; 40,0; 0,0
"06340160 Den Globale Miljøfacilitet (GEF) "; 0,0; 0,0; 0,0; 310,0; 0,0; 0,0
"06340170 Klimapulje "; 0,0; 94,8; 184,8; 0,0; 0,0; 0,0
"06340180 Øvrige miljøbidrag "; 69,0; 148,0; 158,1; 159,0; 114,0; 171,0
"0635 Forsknings- og oplysningsvirksomhed "; 251,5; 350,9; 319,6; 298,7; 293,6; 273,6
"063501 Forskning og oplysning i Danmark m.v. "; 202,2; 300,9; 269,6; 248,7; 243,6; 223,6
"06350110 Projekter i Danmark "; 0,0; 89,0; 21,8; 0,0; 35,0; 15,0
"06350111 Forskningsvirksomhed "; 92,0; 147,3; 175,2; 133,1; 135,0; 135,0
"06350113 Oplysningsvirksomhed "; 26,6; 27,0; 37,2; 34,0; 34,0; 34,0
"06350114 Kulturelt samarbejde "; 42,0; 0,0; 0,0; 42,0; 0,0; 0,0
"06350115 Udredningsvirksomhed "; 9,8; 10,6; 5,8; 10,6; 10,6; 10,6
"06350117 Seminarer, kurser, konferencer m.v. "; 12,9; 7,0; 9,2; 9,0; 9,0; 9,0
"06350118 Evaluering "; 18,9; 20,0; 20,4; 20,0; 20,0; 20,0
"063502 International udviklingsforskning "; 49,3; 50,0; 50,0; 50,0; 50,0; 50,0
"06350210 International landbrugsforskning (CGIAR) "; 33,3; 35,0; 35,0; 35,0; 35,0; 35,0
"06350211 Anden international udviklingsforskning "; 16,0; 15,0; 15,0; 15,0; 15,0; 15,0
"0636 Multilateral bistand gennem FN m.v. "; 2008,6; 1775,5; 1568,0; 1560,0; 1445,0; 1595,0
"063601 UNDP "; 413,6; 401,0; 368,3; 371,0; 371,0; 371,0
"06360110 FN's Udviklingsprogram (UNDP) "; 370,0; 350,0; 320,0; 320,0; 320,0; 320,0
"06360112 FN's Udviklingsfond for Kvinder (UNIFEM) "; 5,0; 10,0; 14,0; 10,0; 10,0; 10,0
"06360114 FN-center i København "; 38,6; 41,0; 34,3; 41,0; 41,0; 41,0
"063602 De Forenede Nationers Børnefond (UNICEF) "; 212,1; 207,2; 209,2; 207,2; 207,2; 207,2
"06360210 Generelt bidrag til UNICEF "; 180,0; 180,0; 180,0; 180,0; 180,0; 180,0
"06360211 UNICEF's lagerfaciliteter i København "; 32,1; 27,2; 29,2; 27,2; 27,2; 27,2
"063603 HIV/AIDS, Befolknings- og Sundhedsprogrammer "; 769,1; 580,0; 684,8; 720,0; 680,0; 720,0
"06360310 FN's Befolkningsfond (UNFPA) "; 180,0; 230,0; 230,0; 230,0; 230,0; 230,0
"06360311 Den intern. Sammensl. f. Familieplanlægning "; 80,0; 0,0; 165,0; 0,0; 250,0; 0,0
"06360312 Verdenssundhedsorg. WHO's udvik. aktiviteter "; 80,0; 0,0; 40,0; 80,0; 0,0; 80,0
"06360314 FN's Aids-bekæmpelsesprogram (UNAIDS) "; 80,0; 0,0; 39,9; 210,0; 0,0; 210,0
"06360315 Hiv/aids og øvrige befolkningsprogrammer "; 184,1; 150,0; -0,1; 0,0; 0,0; 0,0
"06360316 Den Globale Fond "; 140,0; 175,0; 175,0; 175,0; 175,0; 175,0
"06360317 Det globale vaccinationsinitiativ (GAVI) "; 25,0; 25,0; 35,0; 25,0; 25,0; 25,0
"063604 FN programmer for landsbrugsudvikling "; 180,0; 180,0; 154,9; 40,0; 0,0; 75,0
"06360410 FN's Verdensfødevareprogram (WFP) "; 160,0; 160,0; 79,9; 40,0; 0,0; 0,0
"06360411 FN's Landbrugsudviklingsfond (IFAD) "; 20,0; 20,0; 75,0; 0,0; 0,0; 75,0
"063606 FNUD "; 433,8; 407,3; 150,8; 221,8; 186,8; 221,8
"06360610 FN's organisation for industriel udv. (UNIDO)"; 5,5; 5,0; 5,8; 5,0; 5,0; 5,0
"06360613 FN's arbejdsorganisation (ILO) "; 0,0; 60,0; 0,0; 60,0; 0,0; 60,0
"06360614 UNESCO "; 45,0; 40,0; 0,0; 40,0; 0,0; 40,0
"06360616 Multilaterale rådgivere "; 79,1; 75,0; 77,0; 75,0; 75,0; 75,0
"06360618 Firmarådgivere "; -0,4; 0,0; 0,0; 0,0; 0,0; 0,0
"06360619 FN-forbundet i Danmark "; 1,8; 1,8; 1,8; 1,8; 1,8; 1,8
"06360620 SHU "; 55,0; 55,0; 25,0; 25,0; 85,0; 25,0
"06360621 FN's Fredsbevarende operationer "; 204,4; 150,0; 19,3; 0,0; 0,0; 0,0
"06360623 OECD-DAC udviklingsrelateret bidrag "; 0,0; 0,0; 5,0; 0,0; 5,0; 0,0
"06360624 Diverse multilaterale bidrag "; 33,4; 15,5; 11,9; 10,0; 10,0; 10,0
"06360625 FN's kontor for narkotika og kriminalitet "; 10,0; 5,0; 5,0; 5,0; 5,0; 5,0
"0637 Udviklingsbanker, -fonde og EU "; 1411,2; 1657,7; 1326,2; 1538,4; 1632,4; 1883,4
"063701 Verdensbankgruppen "; 464,5; 826,0; 588,9; 615,0; 645,0; 835,0
"06370110 Verdensbanken (IBRD) "; 34,9; 10,0; -25,0; 0,0; 10,0; 0,0
"06370111 Den internationale Udviklingssammenslu. (IDA)"; 420,0; 630,0; 420,0; 420,0; 500,0; 700,0
"06370112 Den Internationale Valutafond (IMF) "; 0,0; 1,0; 29,0; 0,0; 0,0; 0,0
"06370113 Den internationale finansieringsinsti. (IFC) "; 10,0; 30,0; 0,0; 0,0; 0,0; 0,0
"06370114 Bistand til Mellemøsten gennem IBRD "; -0,4; 40,0; 29,9; 60,0; 0,0; 0,0
"06370116 Fast-track initiativet "; 0,0; 0,0; 135,0; 0,0; 0,0; 0,0
"06370117 VB globale facilitet for kat.forebyg. "; 0,0; 30,0; 0,0; 0,0; 0,0; 0,0
"06370118 Fast-track initiativet "; 0,0; 85,0; 0,0; 135,0; 135,0; 135,0
"063702 Regionale udviklingsbanker "; 0,0; 20,0; 0,0; 20,0; 0,0; 20,0
"06370210 Den afrikanske Udviklingsbank (AfDB) "; 0,0; 20,0; 0,0; 20,0; 0,0; 20,0
"063703 Udviklingsfonde m.v. "; 490,1; 302,4; 414,1; 300,4; 359,0; 392,0
"06370310 Den afrikanske Udviklingsfond (AfDF) "; 100,0; 123,4; 123,4; 123,4; 200,0; 250,0
"06370311 Den asiatiske Udviklingsfond (AsDF) "; 45,7; 46,0; 99,7; 0,0; 0,0; 0,0
"06370313 Den nordiske Udviklingsfond (NDF) "; 161,4; 68,0; 142,6; 63,0; 34,0; 0,0
"06370314 Multilaterale gældslettelsesinitiativer "; 183,0; 65,0; 48,4; 114,0; 125,0; 142,0
"063704 Bistand gennem Den europæiske Union (EU) "; 456,6; 509,3; 323,2; 603,0; 628,4; 636,4
"06370410 Den europæiske Udviklingsfond (EUF) "; 456,6; 509,3; 323,2; 603,0; 628,4; 636,4
"0638 Multilateral bistand til øvrige indsatser "; 108,4; 0,0; 0,0; 0,0; 0,0; 0,0
"063801 regional og genopbygningsbistand "; 19,8; 0,0; 0,0; 0,0; 0,0; 0,0
"06380110 Multilateral regionalbistand "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"06380111 Multilateral genopbygningsbistand "; 20,0; 0,0; 0,0; 0,0; 0,0; 0,0
"063802 Indsatser vedr. stabilitet og sikkerhed "; 88,6; 0,0; 0,0; 0,0; 0,0; 0,0
"06380211 Konfliktforebyggelse "; 88,6; 0,0; 0,0; 0,0; 0,0; 0,0
"0639 Humanitær bistand "; 1113,0; 1154,0; 1427,2; 1283,0; 1318,0; 1318,0
"063901 Humanitære organisationer "; 319,6; 330,0; 424,9; 465,0; 505,0; 505,0
"06390110 FN's Flygtningehøjkommissær (UNHCR) "; 130,0; 130,0; 130,0; 130,0; 130,0; 130,0
"06390111 FN's org. for Palæstinaflygtninge (UNRWA) "; 59,6; 70,0; 70,0; 70,0; 70,0; 70,0
"06390112 FN's Humanitære Koordinationskontor (OCHA) "; 10,0; 10,0; 10,0; 10,0; 10,0; 10,0
"06390113 Humanitær fødevarebistand (WFP) "; 35,0; 35,0; 115,0; 155,0; 195,0; 195,0
"06390114 Den internationale Røde Kors Komite (ICRC) "; 20,0; 20,0; 20,0; 20,0; 20,0; 20,0
"06390115 FNs Højkommissær for Menneskerettigheder "; 15,0; 15,0; 15,0; 15,0; 15,0; 15,0
"06390116 FN's humanitære fond (CERF) "; 50,0; 50,0; 49,9; 50,0; 50,0; 50,0
"06390117 FN's organisation for minerydning (UNMAS) "; 0,0; 0,0; 15,0; 15,0; 15,0; 15,0
"063902 Ekstraordinære humanitære bidrag "; 793,4; 824,0; 1002,3; 818,0; 813,0; 813,0
"06390210 Ekstraordinære humanitære bidrag "; 521,9; 461,0; 551,7; 450,0; 450,0; 450,0
"06390211 Internationalt Humanitært Beredskab (IHB) "; 31,9; 63,0; 56,2; 63,0; 63,0; 63,0
"06390212 Bistand til flyg og internt fordrevne i nærom"; 239,5; 300,0; 394,4; 305,0; 300,0; 300,0
"064 eksportfremme "; 109,7; 114,1; 117,4; 106,9; 95,9; 95,9
"0641 Fællesudgifter "; 109,7; 114,1; 117,4; 106,9; 95,9; 95,9
"064102 Eksportstipendiater "; 63,7; 73,0; 65,8; 73,1; 64,0; 64,0
"06410210 Eksportstipendiater "; 63,7; 73,0; 50,2; 57,8; 53,6; 53,6
"06410220 Innovationscentre "; 0,0; 0,0; 15,6; 15,3; 10,4; 10,4
"064103 Særlige eksportfremmetilskud "; 46,0; 41,1; 51,6; 33,8; 31,9; 31,9
"06410310 smv-programmet "; 16,3; 16,3; 19,6; 13,1; 11,2; 11,2
"06410320 Eksportfremmetilskud "; 29,7; 24,8; 32,0; 20,7; 20,7; 20,7
"07 Finansministeriet "; 13464,6; 14338,9; 14496,2; 11764,9; 11536,4; 10370,3
"071 Offentlig økonomi "; 9639,7; 10426,1; 10433,0; 7754,9; 7526,4; 6360,3
"0711 Centralstyrelsen "; 334,2; 648,8; 617,9; 594,6; 468,9; 414,0
"071101 Departementet "; 235,1; 266,9; 226,1; 215,8; 211,7; 207,7
"07110110 Almindelig virksomhed "; 207,3; 214,6; 216,1; 215,8; 211,7; 207,7
"07110120 Finansministeriets Administrative Fællesskab "; 27,8; 31,8; 0,0; 0,0; 0,0; 0,0
"07110130 Arbejdsmarkedskommissionen "; 0,0; 12,5; 7,9; 0,0; 0,0; 0,0
"07110140 Skattekommissionen "; 0,0; 8,0; 2,1; 0,0; 0,0; 0,0
"071102 Effektivisering af offentlige institutioner "; 50,1; 193,0; 330,9; 342,9; 251,7; 200,8
"07110210 Effektivisering af offentlige institutioner "; 23,7; 62,8; 57,5; 61,7; 65,4; 67,8
"07110220 Lønrefusion mv. for nationale eksperter "; 6,7; 10,5; 10,6; 10,8; 10,6; 10,4
"07110230 Administrative servicecentre i staten "; 0,0; 59,0; 0,0; 0,0; 0,0; 0,0
"07110231 Kapacitetstilpasningsreserve "; 0,0; 0,0; 54,6; 24,2; 0,0; 0,0
