"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2001";"2002";"2003";"2004";"2005";"2006" 
"151 Fællesudgifter "; -1,1; -0,3; 0,0; 0,0; 0,0; 0,0
"1511 Centralstyrelsen "; -1,1; -0,3; 0,0; 0,0; 0,0; 0,0
"151119 Renter "; -1,1; -0,3; 0,0; 0,0; 0,0; 0,0
"15111910 Renteindtægter "; -1,1; -0,3; 0,0; 0,0; 0,0; 0,0
"153 Individuel boligstøtte "; -32,6; -26,0; -32,0; -32,0; -32,0; -32,0
"1533 Boligydelseslån m.v., afdrag/afskrivninger "; -32,6; -26,0; -32,0; -32,0; -32,0; -32,0
"153302 Renteindt. af boligyd.lån, boligsik.lån m.v. "; -32,6; -26,0; -32,0; -32,0; -32,0; -32,0
"15330210 Boligydelseslån m.v., renteindtægter "; -32,6; -26,0; -32,0; -32,0; -32,0; -32,0
"16 Indenrigs- og Sundhedsministeriet "; -10,0; -9,8; -9,8; -9,7; -9,7; -9,7
"161 Fællesudgifter "; -10,0; -9,8; -9,8; -9,7; -9,7; -9,7
"1611 Centralstyrelsen "; 0,0; -0,1; -0,1; 0,0; 0,0; 0,0
"161175 Renteindtægter og renteudgifter "; 0,0; -0,1; -0,1; 0,0; 0,0; 0,0
"16117510 Renteudg. og renteindt. af div. tilg.hav. "; 0,0; -0,1; -0,1; 0,0; 0,0; 0,0
"1613 Statsamterne "; -10,0; -9,7; -9,7; -9,7; -9,7; -9,7
"161305 Gebyrordninger for statsamterne "; -10,0; -9,7; -9,7; -9,7; -9,7; -9,7
"16130510 Gebyr f. skilsmissebev. og navnebeviser "; -10,0; -9,7; -9,7; -9,7; -9,7; -9,7
"17 Beskæftigelsesministeriet "; -512,2; -517,5; -101,2; -101,2; -101,2; -101,2
"171 Fællesudgifter "; -1,7; -2,2; -1,5; -1,5; -1,5; -1,5
"1719 Øvrige fællesudgifter "; -1,7; -2,2; -1,5; -1,5; -1,5; -1,5
"171938 Renter "; -1,7; -2,2; -1,5; -1,5; -1,5; -1,5
"17193810 Arbejdsløshedskasser "; -1,2; -1,0; -1,0; -1,0; -1,0; -1,0
"17193820 Øvrige ministerområde "; -0,5; -1,2; -0,5; -0,5; -0,5; -0,5
"172 Arbejdsmiljø "; -510,5; -515,3; -99,7; -99,7; -99,7; -99,7
"1721 Arbejdsmiljø "; -411,7; -420,0; 0,0; 0,0; 0,0; 0,0
"172123 Generel arbejdsmiljøafgift "; -411,7; -420,0; 0,0; 0,0; 0,0; 0,0
"17212310 Generel arbejdsmiljøafgift "; -411,7; -420,0; 0,0; 0,0; 0,0; 0,0
"1722 Arbejdsmarkedets parters arbejdsmiljøindsats "; -98,8; -95,3; -99,7; -99,7; -99,7; -99,7
"172201 Partsindsatsen, jf. # 68 i arbejdsmiljøloven "; -78,0; -77,5; -82,0; -82,0; -82,0; -82,0
"17220110 45 mill. kr. bidraget "; -45,0; -45,0; -45,0; -45,0; -45,0; -45,0
"17220120 2%-bidraget, jf. # 68, stk. 3 (arb.miljølov) "; -31,6; -31,1; -35,6; -35,6; -35,6; -35,6
"17220130 Beskæft.min. bidrag, jf. #68, (arb.m.lov) "; -1,4; -1,4; -1,4; -1,4; -1,4; -1,4
"172210 Arbejdsmiljørådets Service Center "; -20,8; -17,8; -17,7; -17,7; -17,7; -17,7
"17221010 Almindelig virksomhed "; -16,8; -15,0; -14,1; -14,1; -14,1; -14,1
"17221090 Indtægtsdækket virksomhed "; -4,0; -2,8; -3,6; -3,6; -3,6; -3,6
"19 Videnskabsministeriet "; -950,0; -285,0; -285,0; -285,0; -285,0; -285,0
"196 IT-, Tele- og Oplysningsområdet "; -950,0; -285,0; -285,0; -285,0; -285,0; -285,0
"1963 Udlån og kapitalindtægter "; -950,0; -285,0; -285,0; -285,0; -285,0; -285,0
"196303 3G-auktion "; -950,0; -285,0; -285,0; -285,0; -285,0; -285,0
"19630310 3G-auktion "; -950,0; -285,0; -285,0; -285,0; -285,0; -285,0
"20 Undervisningsministeriet "; -45,3; -73,1; -55,4; -53,2; -52,1; -51,0
"201 Administration m.m. "; 0,0; -0,5; -0,5; -0,5; -0,5; -0,5
"2011 Centralstyrelsen "; 0,0; -0,5; -0,5; -0,5; -0,5; -0,5
"201137 Renter "; 0,0; -0,5; -0,5; -0,5; -0,5; -0,5
"20113710 Renteindtægt af likvide beholdninger "; 0,0; -0,1; -0,1; -0,1; -0,1; -0,1
"20113720 Diverse gældsforpligtelser "; 0,0; -0,4; -0,4; -0,4; -0,4; -0,4
"209 Støtteordninger m.v. "; -45,2; -72,6; -54,9; -52,7; -51,6; -50,5
"2091 Statens uddannelsesstøtte "; -39,8; -41,0; -30,4; -29,3; -28,2; -27,1
"209113 Forrentning af øvrig lånevirksomhed "; -39,8; -41,0; -30,4; -29,3; -28,2; -27,1
"20911310 Renter af statslån og for meget udbetalt støt"; -21,5; -23,0; -10,2; 0,0; 0,0; 0,0
"20911315 Renter af statslån (adm. af Finansstyrelsen) "; -18,3; -18,0; -20,2; -29,3; -28,2; -27,1
"2093 Støtteordninger for voksne "; -5,5; -31,6; -24,5; -23,4; -23,4; -23,4
"209329 ATP-bidrag for modtagere af VEU-godtgørelse "; -5,5; -31,6; -24,5; -23,4; -23,4; -23,4
"20932920 Bidrag fra a-kasser "; -2,5; -13,9; -10,8; -10,3; -10,3; -10,3
"20932930 Indbetaling fra arbejdsgivere "; -2,9; -17,7; -13,7; -13,1; -13,1; -13,1
"21 Kulturministeriet "; 0,0; 0,0; -76,5; 0,0; 0,0; 0,0
"218 Radio og tv "; 0,0; 0,0; -76,5; 0,0; 0,0; 0,0
"2181 Radio og tv "; 0,0; 0,0; -76,5; 0,0; 0,0; 0,0
"218125 Analoge FM-sendemuligheder, salg af "; 0,0; 0,0; -76,5; 0,0; 0,0; 0,0
"21812510 Femte landsdækkende FM-radiokanal "; 0,0; 0,0; -54,0; 0,0; 0,0; 0,0
"21812520 Sjette landsdækkende FM-radiokanal "; 0,0; 0,0; -22,5; 0,0; 0,0; 0,0
"23 Miljøministeriet "; -39,1; -40,0; -36,0; -36,0; -36,0; -36,0
"239 Kortproduktion "; -39,1; -40,0; -36,0; -36,0; -36,0; -36,0
"2391 Kortproduktion "; -39,1; -40,0; -36,0; -36,0; -36,0; -36,0
"239102 Udstykningsafgift "; -39,1; -40,0; -36,0; -36,0; -36,0; -36,0
"23910210 Udstykningsafgift, L 139 1990, L 971 1997 "; -39,1; -40,0; -36,0; -36,0; -36,0; -36,0
"24 Fødevareministeriet "; -1,5; -0,6; -0,6; -0,6; -0,6; -0,6
"242 Generelle jordbrugs- og fiskeriforhold "; -1,5; -0,6; -0,6; -0,6; -0,6; -0,6
"2421 Fællesudg., jordbrugs- og fiskeriområdet "; -1,5; -0,6; -0,6; -0,6; -0,6; -0,6
"242106 Renter "; -1,5; -0,6; -0,6; -0,6; -0,6; -0,6
"24210610 Renter vedr. jordfordelingsaktiviteter "; -0,9; -0,3; -0,3; -0,3; -0,3; -0,3
"24210620 Renter vedrørende tilskudsforvaltning "; -0,1; -0,1; -0,1; -0,1; -0,1; -0,1
"24210630 Renter vedr. EUs markedsordninger "; -0,5; -0,1; -0,1; -0,1; -0,1; -0,1
"24210640 Øvrige renter "; 0,0; -0,1; -0,1; -0,1; -0,1; -0,1
"28 Trafikministeriet "; -558,5; -76,2; -730,2; -683,4; -394,4; -394,4
"281 Fællesudgifter "; -558,5; -76,2; -730,2; -683,4; -394,4; -394,4
"2811 Centralstyrelsen "; -558,5; -76,2; -730,2; -683,4; -394,4; -394,4
"281166 Aktieudbytte m.v. "; -438,4; -50,0; -730,2; -683,4; -394,4; -394,4
"28116640 Udbytte fra Post Danmark "; -170,4; 0,0; -91,0; -170,4; -170,4; -170,4
"28116660 Udbytte fra DSB og DSB S-tog a/s "; -268,0; -50,0; -610,0; -513,0; -224,0; -224,0
"28116670 Udbytte fra Scandlines AG "; 0,0; 0,0; -29,2; 0,0; 0,0; 0,0
"281167 Salg af statslige aktiver "; -119,7; -26,0; 0,0; 0,0; 0,0; 0,0
"28116720 Salg af statslige aktier "; -6,0; 0,0; 0,0; 0,0; 0,0; 0,0
"28116760 Salg af Combus A/S "; -99,8; 0,0; 0,0; 0,0; 0,0; 0,0
"28116770 Banestyrelsens Rådgivningsdiv "; -13,9; 0,0; 0,0; 0,0; 0,0; 0,0
"28116780 Salg af statens arealer i Hanstholm "; 0,0; -26,0; 0,0; 0,0; 0,0; 0,0
"281173 Renter vedrørende Trafikministeriet "; -0,4; -0,2; 0,0; 0,0; 0,0; 0,0
"28117310 Renter vedrørende Trafikministeriet "; -0,4; -0,2; 0,0; 0,0; 0,0; 0,0
"34 Arbejdsmarkedsfond "; -75715,2; -80682,6; -81373,0; -81718,0; -81691,0; -81674,0
"341 Arbejdsmarkedsfond "; -75715,2; -80682,6; -81373,0; -81718,0; -81691,0; -81674,0
"3411 Arbejdsmarkedsfond "; -75715,2; -80682,6; -81373,0; -81718,0; -81691,0; -81674,0
"341101 Arbejdsmarkedsfond "; -75715,2; -80682,6; -81373,0; -81718,0; -81691,0; -81674,0
"34110110 Arbejdsmarkedsbidrag etc. "; -59344,4; -63650,0; -63900,0; -64200,0; -64200,0; -64200,0
"34110111 Afskrivninger, arbejdsmarkedsbidrag "; 95,3; 100,0; 100,0; 100,0; 100,0; 100,0
"34110120 Arbejdsgiverbidrag, netto etc. "; 0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"34110130 Medlemsbidrag fra arbejdsløshedskasser "; -12272,3; -12828,0; -13054,0; -13073,0; -13046,0; -13029,0
"34110140 Bidrag fra frivilligt forsikrede "; -176,6; -198,9; -200,0; -200,0; -200,0; -200,0
"34110150 Bidrag fra forsikrede mindre arbejdsgivere "; -418,9; -369,7; -425,0; -425,0; -425,0; -425,0
"34110160 Bidrag fra private arbejdsgivere "; -1,6; 0,0; 0,0; 0,0; 0,0; 0,0
"34110170 Tilbageføring af grønne afgifter "; -3597,0; -3736,0; -3894,0; -3920,0; -3920,0; -3920,0
"35 Generelle reserver "; 0,0; -500,0; 0,0; 0,0; 0,0; 0,0
"351 Reserver m.v. "; 0,0; -500,0; 0,0; 0,0; 0,0; 0,0
"3511 Reserver m.v. "; 0,0; -500,0; 0,0; 0,0; 0,0; 0,0
"351152 Omlægning af statslige aktiver "; 0,0; -500,0; 0,0; 0,0; 0,0; 0,0
"35115210 Omlægning af statslige aktiver "; 0,0; -500,0; 0,0; 0,0; 0,0; 0,0
"37 Renter "; -22411,0; -21490,9; -21601,4; 0,0; 0,0; 0,0
"372 Mellemværende med National-, Hypotekbanken mv "; -5811,7; -5328,0; -5523,3; 0,0; 0,0; 0,0
"3721 Mellemværende med Danmarks Nationalbank "; -5247,1; -4880,4; -5107,3; 0,0; 0,0; 0,0
"372101 Renter, Nationalbanken "; -2180,7; -1814,0; -1838,3; 0,0; 0,0; 0,0
"37210110 Renter af statens mellemværende med DN "; -2180,7; -1814,0; -1838,3; 0,0; 0,0; 0,0
"37210120 Rente af visse deposita i Danm. Nationalbank "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"372102 Overskud fra Danmarks Nationalbank "; -3066,4; -3066,4; -3269,0; 0,0; 0,0; 0,0
"37210210 Overskud fra Danmarks Nationalbank "; -3066,4; -3066,4; -3269,0; 0,0; 0,0; 0,0
"3722 Mellemværende med Hypotekbanken "; -418,5; -366,0; -323,0; 0,0; 0,0; 0,0
"372201 Oversk. fra bankvirksomhed, Finansstyrelsen "; -418,5; -366,0; -323,0; 0,0; 0,0; 0,0
"37220110 Overskud fra Hypotekbanken "; -418,5; -366,0; -323,0; 0,0; 0,0; 0,0
"3723 Fællesstatslige mellemværender "; -146,1; -81,6; -93,0; 0,0; 0,0; 0,0
"372301 Fællesstatslige mellemværender "; -12,1; -3,5; -3,5; 0,0; 0,0; 0,0
"37230110 Renteindtægt af statslige pengeinstitutkonti "; -12,1; -3,5; -3,5; 0,0; 0,0; 0,0
"372302 Renter vedr. inkonverterbare realkreditlån "; -11,0; -18,1; -19,5; 0,0; 0,0; 0,0
"37230220 Renteindtægter vedr. obligationer "; -11,0; -18,1; -19,5; 0,0; 0,0; 0,0
"372303 Selvstændig likviditet "; -123,0; -60,0; -70,0; 0,0; 0,0; 0,0
"37230310 Finansmin. renter vedr. institutioner S.Likv."; -118,1; -60,0; -60,0; 0,0; 0,0; 0,0
"37230320 Finansmin. renter vedr. institu. med selveje "; 0,0; 0,0; -5,0; 0,0; 0,0; 0,0
"37230330 Finansmin. renter vedr. driften st. ejendomsv"; -4,9; 0,0; -5,0; 0,0; 0,0; 0,0
"375 Den sociale pensionsfond "; -14224,9; -13604,4; -12898,9; 0,0; 0,0; 0,0
"3751 Den sociale pensionsfond "; -14224,9; -13604,4; -12898,9; 0,0; 0,0; 0,0
"375101 Driftsbudget "; -14224,9; -13604,4; -12898,9; 0,0; 0,0; 0,0
"37510140 Modtagne renter "; -9911,0; -9837,4; -10148,2; 0,0; 0,0; 0,0
"37510150 Tilgodehavende renter "; -3821,3; -3767,0; -2750,7; 0,0; 0,0; 0,0
"37510160 Fordelte opkøbskurstab "; -492,7; 0,0; 0,0; 0,0; 0,0; 0,0
"376 Renter til genudlån mv. "; -2374,4; -2558,5; -3179,2; 0,0; 0,0; 0,0
"3761 Renter af genudlån mv. "; -1994,0; -2196,9; -2827,3; 0,0; 0,0; 0,0
"376101 Mellemværender med ministerier og styrelser "; -1994,0; -2196,9; -2827,3; 0,0; 0,0; 0,0
"37610110 Genudlån til SU-styrelsen "; -592,7; -580,0; -619,9; 0,0; 0,0; 0,0
"37610115 Genudlån af studielån "; -31,0; -24,0; -31,0; 0,0; 0,0; 0,0
"37610120 Genudlån til Tele Danmark Finans "; -5,6; -4,2; -2,8; 0,0; 0,0; 0,0
"37610130 Videreudlån itl ØEM "; 0,0; -0,2; -0,1; 0,0; 0,0; 0,0
"37610135 Genudlån til Landbyggefonden, ØEM "; 0,0; 0,0; -2,7; 0,0; 0,0; 0,0
"37610140 Genudlån til Færøernes Landsstyre "; -188,7; -182,0; -175,0; 0,0; 0,0; 0,0
"37610145 Genudlån til Ørestadsselskabet "; -241,2; -393,3; -573,0; 0,0; 0,0; 0,0
"37610155 Genudlån til SFU "; -711,0; -698,9; -747,5; 0,0; 0,0; 0,0
"37610156 Byggerenter, Statens Forsknings- og Udd. "; 0,0; 0,0; -37,9; 0,0; 0,0; 0,0
"37610160 Genudlån til Slots- og Ejendomsstyrelsen "; -223,8; -230,3; -243,3; 0,0; 0,0; 0,0
"37610161 Byggerenter vedr. Slots- og Ejendomsstyrelsen"; 0,0; 0,0; -9,0; 0,0; 0,0; 0,0
"37610170 Genudlån til A/S Storebælt "; 0,0; -60,0; -196,3; 0,0; 0,0; 0,0
"37610180 Genudlån til Øresundsforbindelsen A/S "; 0,0; -24,0; -188,8; 0,0; 0,0; 0,0
"3762 Provision af lån med statsgaranti "; -78,9; -84,2; -99,6; 0,0; 0,0; 0,0
"376201 Garantiprovision af udlån med statsgaranti "; -78,9; -84,2; -99,6; 0,0; 0,0; 0,0
"37620110 Garantiprovision af udlån med statsgaranti "; -78,9; -78,9; -81,8; 0,0; 0,0; 0,0
"37620120 Garantiprovision fra genudlån af statslån "; 0,0; -5,3; -17,8; 0,0; 0,0; 0,0
"3763 Renter af særlige mellemværender "; -301,6; -277,4; -252,3; 0,0; 0,0; 0,0
"376301 Renter af særlige mellemværender "; -301,6; -277,4; -252,3; 0,0; 0,0; 0,0
"37630130 Renteindtægter m.v., Finansstyrelsen "; -238,2; -227,8; -210,5; 0,0; 0,0; 0,0
"37630140 Refinansieringsordningen for landbruget "; -63,3; -49,6; -41,8; 0,0; 0,0; 0,0
"37630150 Renteindt. mv, Finansforvaltning (Skattemin.)"; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"38 Skatter og afgifter ";-345637,6;-338719,5;-342329,0; 3894,0; 3894,0; 3894,0
"381 Skatter på indkomst og formue ";-128632,9;-128812,0;-118342,5; 0,0; 0,0; 0,0
"3811 Personskatter "; -83198,0; -83820,4; -79138,9; 0,0; 0,0; 0,0
"381101 Personskatter "; -80492,5; -81121,4; -76439,9; 0,0; 0,0; 0,0
"38110110 Indkomstskat m.v. af personer ";-289973,7;-304100,0;-307616,0; 0,0; 0,0; 0,0
"38110111 Afskrivning, personskatter "; 1157,3; 700,0; 650,0; 0,0; 0,0; 0,0
"38110120 Afregning af indkomstskat af personer "; 196889,9; 208400,0; 217455,0; 0,0; 0,0; 0,0
"38110121 Afregning til kommuner af pensionsafgifter "; 2395,2; 3334,0; 2290,0; 0,0; 0,0; 0,0
"38110122 Afregning til kommuner af ejendomsværdiskat "; 9018,7; 10524,0; 10760,0; 0,0; 0,0; 0,0
"38110130 Kompensationsbeløb til Grønland "; 20,1; 20,6; 21,1; 0,0; 0,0; 0,0
"381111 Afgift af dødsboer og gaver "; -2705,5; -2699,0; -2699,0; 0,0; 0,0; 0,0
"38111110 Afgift af dødsboer og gaver, LB 752 2001 "; -2706,9; -2700,0; -2700,0; 0,0; 0,0; 0,0
"38111111 Afskrivninger, afgift af dødsboer og gaver "; 1,4; 1,0; 1,0; 0,0; 0,0; 0,0
"3813 Selskabsskatter m.v. "; -39317,2; -31594,0; -32514,0; 0,0; 0,0; 0,0
"381301 Indkomstskat af selskaber "; -32903,4; -27894,0; -25544,0; 0,0; 0,0; 0,0
"38130110 Indkomstskat af selskaber "; -37262,7; -31500,0; -30528,0; 0,0; 0,0; 0,0
"38130111 Afskrivning, selskabsskat "; 250,4; 250,0; 400,0; 0,0; 0,0; 0,0
"38130120 Afregning til kommuner af indkomstskat "; 4406,9; 3606,0; 4884,0; 0,0; 0,0; 0,0
"38130125 Afgift af hensættelser, pengeinstitutter "; -298,0; -250,0; -300,0; 0,0; 0,0; 0,0
"381303 Skat af fonde,visse foreninger og institutter "; -140,3; -200,0; -170,0; 0,0; 0,0; 0,0
"38130310 Skat af fonde m.v. "; -141,5; -201,0; -171,0; 0,0; 0,0; 0,0
"38130311 Afskrivninger, fonde m.v. "; 1,2; 1,0; 1,0; 0,0; 0,0; 0,0
"381311 Kulbrinteskat "; -6273,5; -3500,0; -6800,0; 0,0; 0,0; 0,0
"38131110 Skatter i henhold til kulbrinteskatteloven "; -6273,5; -3500,0; -6800,0; 0,0; 0,0; 0,0
"3814 Pensionsafkastskat "; -1136,3; -8800,0; -1800,0; 0,0; 0,0; 0,0
"381401 Pensionsafkastskat "; -1136,3; -8800,0; -1800,0; 0,0; 0,0; 0,0
"38140110 Pensionsafkastskat, LB 60 2001 "; -1136,3; -8800,0; -1800,0; 0,0; 0,0; 0,0
"3816 Tinglysningsafgift m.v. "; -4861,7; -4500,0; -4800,0; 0,0; 0,0; 0,0
"381601 Tinglysningsafgift m.v. "; -4863,1; -4500,0; -4800,0; 0,0; 0,0; 0,0
"38160110 Tinglysningsafgift m.v. "; -4863,1; -4500,0; -4800,0; 0,0; 0,0; 0,0
"381603 Overdragelse af aktier "; 1,4; 0,0; 0,0; 0,0; 0,0; 0,0
"38160310 Afg. ved overdragelse af aktier, LB 718 1994 "; 1,4; 0,0; 0,0; 0,0; 0,0; 0,0
"381605 Kapitaltilførselsafgift "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"38160510 Kapitaltilførselsafgift "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"3819 Øvrige skatter "; -119,7; -97,6; -89,6; 0,0; 0,0; 0,0
"381901 Frigørelsesafgift m.v. "; -48,6; -50,0; -40,0; 0,0; 0,0; 0,0
"38190110 Frigørelsesafgift m.v., LB 577 2002 "; -48,6; -50,0; -40,0; 0,0; 0,0; 0,0
"381911 Forbrugsrenteafgift "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"38191110 Afg.,renter af lån,L698 1986,L37/492/671 1988"; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"38191111 Afskrivning, forbrugsrenteafgift "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"381971 Bøder, konfiskationer m.v. "; -71,4; -47,6; -49,6; 0,0; 0,0; 0,0
"38197110 Bøder, Skatteministeriet "; -69,0; -50,0; -50,0; 0,0; 0,0; 0,0
"38197111 Afskrivning, bøder "; 3,2; 5,0; 5,0; 0,0; 0,0; 0,0
"38197122 Bøder, Forsvarsministeriet "; -0,6; -0,8; -0,8; 0,0; 0,0; 0,0
"38197123 Bøder, Fødevareministeriet "; -5,0; -1,8; -3,8; 0,0; 0,0; 0,0
"38197130 Konfiskationer "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"382 Told- og forbrugsafgifter ";-213231,7;-206573,5;-220760,5; 0,0; 0,0; 0,0
