"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2006";"2007";"2008";"2009";"2010";"2011" 
"3751 Den sociale pensionsfond "; -8984,4; -7951,4; -7892,0; 0,0; 0,0; 0,0
"375101 Driftsbudget "; -8984,4; -7951,4; -7892,0; 0,0; 0,0; 0,0
"37510140 Modtagne renter "; -7305,3; -6974,0; -6965,0; 0,0; 0,0; 0,0
"37510150 Periodiserede renter "; -1045,7; -977,4; -927,0; 0,0; 0,0; 0,0
"37510160 Fordelte opkøbskurstab "; -633,4; 0,0; 0,0; 0,0; 0,0; 0,0
"3752 Højteknologifonden "; -2243,8; -2369,0; -2486,8; 0,0; 0,0; 0,0
"375201 Driftsbudget "; -2243,8; -2369,0; -2486,8; 0,0; 0,0; 0,0
"37520140 Modtagne renter "; -211,9; -325,5; -428,6; 0,0; 0,0; 0,0
"37520150 Periodiserede renter "; -31,9; -43,5; -58,2; 0,0; 0,0; 0,0
"37520170 Modtaget kapitaltilførsel fra staten "; -2000,0; -2000,0; -2000,0; 0,0; 0,0; 0,0
"3753 Finansieringsfonden vedr. Grundforskningsfond "; -710,1; -86,3; 1600,0; 0,0; 0,0; 0,0
"375301 Driftsbudget "; -710,1; -86,3; 1600,0; 0,0; 0,0; 0,0
"37530140 Modtagne renter "; -74,5; -75,1; 0,0; 0,0; 0,0; 0,0
"37530150 Periodiserede renter "; -10,6; -11,2; 0,0; 0,0; 0,0; 0,0
"37530170 Modtaget kapitaltilførsel fra staten "; -625,0; 0,0; 1600,0; 0,0; 0,0; 0,0
"3754 Forebyggelsesfonden "; 0,0; -3160,3; -152,0; 0,0; 0,0; 0,0
"375401 Driftsbudget "; 0,0; -3160,3; -152,0; 0,0; 0,0; 0,0
"37540140 Modtagne renter "; 0,0; -142,4; -136,0; 0,0; 0,0; 0,0
"37540150 Periodiserede renter "; 0,0; -17,9; -16,0; 0,0; 0,0; 0,0
"37540170 Modtaget kapitaltilførsel fra staten "; 0,0; -3000,0; 0,0; 0,0; 0,0; 0,0
"376 Renter til genudlån mv. "; -3757,6; -3168,9; -3443,6; 0,0; 0,0; 0,0
"3761 Renter af genudlån mv. "; -3516,8; -2920,6; -3195,8; 0,0; 0,0; 0,0
"376101 Renter af indenlandske genudlån "; -3325,0; -2701,6; -2765,5; 0,0; 0,0; 0,0
"37610105 Genudlån til Afviklingsselskabet A/S "; 0,0; 0,0; 8,5; 0,0; 0,0; 0,0
"37610106 Afviklingsselskabet A/S, periodiserede renter"; 0,0; 0,0; -15,3; 0,0; 0,0; 0,0
"37610110 Genudlån, Statens Uddannelsesstøtte "; -638,1; -731,1; -851,0; 0,0; 0,0; 0,0
"37610111 Genudlån til TV2 "; 0,0; 0,0; -5,0; 0,0; 0,0; 0,0
"37610125 Genudlån til Energinet.dk "; 9,8; -112,5; -234,9; 0,0; 0,0; 0,0
"37610126 Genudl. Energinet.dk, per.renter "; -14,6; -16,1; -32,4; 0,0; 0,0; 0,0
"37610130 Videreudlån itl ØEM "; -0,1; -0,1; -0,1; 0,0; 0,0; 0,0
"37610135 Genudlån til Landsbyggefonden, Velfærdsmin. "; -6,5; -7,9; -10,0; 0,0; 0,0; 0,0
"37610136 Statslån til Landsbyggefonden "; 0,0; 0,0; -34,7; 0,0; 0,0; 0,0
"37610145 Genudlån til Arealudviklingsselskabet I/S "; -787,0; -790,3; -578,2; 0,0; 0,0; 0,0
"37610146 Genudlån Arealudviklingsselsk., per. rente "; -111,4; -103,5; -70,4; 0,0; 0,0; 0,0
"37610155 Genudlån til Ejendomsadministration "; -787,4; 0,0; 0,0; 0,0; 0,0; 0,0
"37610156 Byggerenter vedr. Ejendomsadministration "; -51,9; 0,0; 0,0; 0,0; 0,0; 0,0
"37610160 Genudlån til Slots- og Ejendomsstyrelsen "; -308,8; 0,0; 0,0; 0,0; 0,0; 0,0
"37610161 Byggerenter vedr. Slots- og Ejendomsstyrelsen"; -9,1; 0,0; 0,0; 0,0; 0,0; 0,0
"37610165 Genudlån til Nordsøfonden "; 0,0; -4,1; -5,8; 0,0; 0,0; 0,0
"37610166 Genudlån til Nordsøfonden, per.rent "; 0,0; -1,2; -1,1; 0,0; 0,0; 0,0
"37610170 Genudlån til A/S Storebælt "; -174,3; -446,8; -398,1; 0,0; 0,0; 0,0
"37610171 Genudlån til A/S Storebælt, periodis. renter "; -50,0; -66,4; -50,4; 0,0; 0,0; 0,0
"37610175 Genudlån til Danmarks Radio "; 0,0; 0,0; -81,7; 0,0; 0,0; 0,0
"37610176 Genudl. DR, per. renter "; 0,0; 0,0; -10,3; 0,0; 0,0; 0,0
"37610180 Genudlån til A/S Øresundsforbindelsen "; -345,3; -374,9; -348,5; 0,0; 0,0; 0,0
"37610181 Genudlån til A/S Øresundsforbindelsen "; -50,4; -46,7; -46,1; 0,0; 0,0; 0,0
"376102 Renter af udenlandske genudlån "; -191,8; -219,0; -430,3; 0,0; 0,0; 0,0
"37610210 Genudlån DK Skibskredit A/S "; -140,0; -175,4; -341,0; 0,0; 0,0; 0,0
"37610211 Genudlån til Danmarks Skibskredit A/S "; -47,6; -39,6; -89,3; 0,0; 0,0; 0,0
"37610213 Realiserede valutakursreguleringer "; -4,2; -4,0; 0,0; 0,0; 0,0; 0,0
"3762 Provision af lån med statsgaranti "; -101,0; -108,7; -101,2; 0,0; 0,0; 0,0
"376201 Garantiprovision af udlån med statsgaranti "; -101,0; -108,7; -101,2; 0,0; 0,0; 0,0
"37620110 Garantiprovision af udlån med statsgaranti,ØS"; -77,0; -76,9; -65,2; 0,0; 0,0; 0,0
"37620120 Garantiprovision fra genudlån af statslån "; -24,0; -31,8; -36,0; 0,0; 0,0; 0,0
"3763 Renter af særlige mellemværender "; -139,7; -139,6; -146,6; 0,0; 0,0; 0,0
"376301 Renter af særlige mellemværender, ØS "; -55,4; -49,6; -44,6; 0,0; 0,0; 0,0
"37630130 Renteindtægter m.v., Økonomistyrelsen "; -49,7; -47,2; -42,3; 0,0; 0,0; 0,0
"37630140 Refinansieringsordningen for landbruget "; -5,7; -2,4; -2,3; 0,0; 0,0; 0,0
