"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2004";"2005";"2006";"2007";"2008";"2009" 
"06110120 Administration af udviklingsbistand "; 595,1; 637,4; 605,7; 595,1; 593,9; 589,8
"06110130 Eksportfremme mv. "; 326,6; 336,4; 340,2; 332,2; 330,9; 328,5
"06110140 Borgerservice "; 131,3; 123,0; 210,7; 131,9; 131,5; 130,8
"06110190 Sprogcentret "; 12,3; 11,3; 11,5; 11,5; 11,5; 11,5
"061103 Udenrigstjenestens bygninger "; 22,6; 39,1; 32,8; 39,5; 39,5; 39,5
"06110310 Bygge- og vedligeholdsarbejder "; 15,0; 39,1; 32,8; 39,5; 39,5; 39,5
"06110320 Afhændelse af anlægsprojekter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06110330 Større samlede anlægsprojekter "; 7,5; 0,0; 0,0; 0,0; 0,0; 0,0
"061113 DCISM "; 174,8; 145,6; 146,7; 146,3; 146,3; 145,5
"06111310 Almindelig virksomhed "; 80,3; 61,2; 62,3; 61,9; 61,9; 61,1
"06111390 Indtægtsdækket virksomhed "; 1,2; 1,9; 1,9; 1,9; 1,9; 1,9
"06111395 Tilskudsfinansieret virksomhed "; 20,9; 17,0; 17,0; 17,0; 17,0; 17,0
"06111397 Andre tilskudsfinansierede aktiviteter "; 72,5; 65,5; 65,5; 65,5; 65,5; 65,5
"061115 Ikke-lovbundne tilskud "; 7,1; 6,8; 16,9; 7,7; 7,7; 7,7
"06111510 Tilskud til oplysningsarbejde m.v. "; 6,9; 6,1; 5,8; 5,6; 5,6; 5,6
"06111520 Tilskud til internationale institutioner "; 0,1; 0,7; 11,1; 2,1; 2,1; 2,1
"061119 Bilateralt naboskabsprogram "; 111,5; 183,1; 188,5; 188,8; 188,8; 188,8
"06111910 Almindelig virksomhed "; 11,8; 9,0; 8,0; 8,0; 8,0; 8,0
"06111915 indsatser på Balkan "; 67,6; 0,0; 0,0; 0,0; 0,0; 0,0
"06111920 Demokratifonden "; 26,6; 0,0; 0,0; 0,0; 0,0; 0,0
"06111925 Støtteindsatser i EU's nabolande "; 5,4; 0,0; 0,0; 0,0; 0,0; 0,0
"06111930 Naboskabsindsatser på Balkan osv. "; 0,0; 115,8; 111,3; 126,6; 149,6; 149,6
"06111940 Naboskabsindsatser i Rusland osv. "; 0,0; 58,3; 69,2; 54,2; 31,2; 31,2
"061123 Garantifonden for investeringer i østlande "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06112310 Garantifonden for investeringer i østlande "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"061125 Garantifonden for investeringer i udvik.lande "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06112510 Garantiordningen for investeringer i udv.land"; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"061127 Klimaprojekter i udviklingslande "; 50,0; 95,2; 95,2; 95,2; 95,2; 95,2
"06112710 CO2-kreditter i udviklingslande "; 50,0; 95,2; 95,2; 95,2; 95,2; 95,2
"062 Internationale organisationer "; 354,7; 384,2; 380,5; 381,5; 382,2; 383,0
"0621 Nordiske formål "; 151,0; 151,5; 140,6; 140,6; 140,6; 140,6
"062101 Nordisk Ministerråd "; 148,1; 151,5; 140,6; 140,6; 140,6; 140,6
"06210110 Nordisk Ministerråd "; 148,1; 151,5; 140,6; 140,6; 140,6; 140,6
"062102 Nordisk projekteksportfond (NOPEF) "; 3,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06210210 NOPEF "; 3,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0622 Øvrige internationale organisationer "; 203,7; 232,7; 239,9; 240,9; 241,6; 242,4
"062201 Fredsbevarende operationer "; 12,1; 38,0; 38,8; 38,8; 38,8; 38,8
"06220110 De Forenede Nationer "; 12,1; 38,0; 38,8; 38,8; 38,8; 38,8
"062203 Øvrige organisationer "; 188,3; 190,5; 196,9; 197,9; 198,6; 199,4
"06220310 Almindelig virksomhed "; 188,3; 190,5; 196,9; 197,9; 198,6; 199,4
"062205 Den Europæiske Investeringsbank "; 3,2; 4,2; 4,2; 4,2; 4,2; 4,2
"06220510 Den Europæiske Investeringsbank "; 3,2; 4,2; 4,2; 4,2; 4,2; 4,2
"063 Bistand til udviklingslandene "; 10326,5; 10711,5; 11601,4; 10899,4; 10876,3; 10876,3
"0631 Reserver "; 0,0; 0,0; 0,0; 100,0; 100,0; 100,0
"063179 Reserver "; 0,0; 0,0; 0,0; 100,0; 100,0; 100,0
"06317910 Reserve "; 0,0; 0,0; 0,0; 100,0; 100,0; 100,0
"0632 Bilateral bistand "; 4692,2; 4836,9; 5586,1; 4864,2; 4577,6; 4769,8
"063201 Udviklingslande i Afrika "; 2200,0; 2116,7; 2155,9; 2546,0; 2344,2; 2693,0
"06320110 Tanzania "; 451,4; 380,0; 633,2; 15,0; 655,0; 605,0
"06320111 Kenya "; 119,6; 150,0; 256,5; 5,0; 5,0; 285,0
"06320112 Uganda "; 274,9; 250,0; 199,0; 390,0; 365,0; 255,0
"06320113 Mozambique "; 290,5; 290,0; 485,9; 315,0; 400,0; 360,0
"06320115 Ghana "; 292,8; 290,0; 256,8; 431,0; 506,0; 506,0
"06320116 Benin "; 183,4; 180,0; 93,6; 145,0; 110,0; 160,0
"06320117 Burkina Faso "; 185,1; 195,0; 4,9; 320,0; 66,0; 255,0
"06320118 Zambia "; 198,1; 180,0; 12,8; 385,0; 120,0; 230,0
"06320119 Egypten "; 75,1; 50,0; 0,0; 0,0; 0,0; 0,0
"06320123 Øvrige lande i Afrika "; 129,0; 151,7; 213,2; 540,0; 117,2; 37,0
"063202 Udviklingslande i Asien og Latinamerika "; 1204,7; 1265,2; 1322,6; 926,0; 785,0; 705,0
"06320211 Bangladesh "; 202,1; 200,0; 551,3; 10,0; 10,0; 10,0
"06320212 Nepal "; 151,1; 150,0; 49,2; 335,0; 160,0; 160,0
"06320213 Bhutan "; 70,8; 65,0; 5,4; 110,0; 84,0; 64,0
"06320214 Vietnam "; 300,0; 250,0; 447,4; 315,0; 265,0; 315,0
"06320215 Øvrige lande i Asien "; 170,9; 175,2; 60,0; 100,0; 25,0; 15,0
"06320216 Nicaragua "; 190,1; 180,0; 2,2; 51,0; 51,0; 131,0
"06320217 Bolivia "; 131,3; 195,0; 205,0; 5,0; 190,0; 10,0
"06320218 Øvrige lande i Latinamerika "; -11,6; 50,0; 2,1; 0,0; 0,0; 0,0
"063204 Personelbistand "; 405,6; 426,0; 136,3; 218,2; 249,4; 172,8
"06320410 Rådgiverbistand "; 263,5; 298,0; 24,3; 94,2; 125,4; 48,8
"06320411 Stipendiatbistand "; 40,0; 40,0; 40,0; 34,0; 34,0; 34,0
"06320412 Firmarådgivere "; 102,1; 88,0; 72,0; 90,0; 90,0; 90,0
"063205 Privat Sektor Programmet m.v. "; 163,9; 176,0; 241,5; 180,0; 180,0; 180,0
"06320512 Privat Sektor Programmer (PS-programmer) "; 151,7; 150,0; 162,0; 160,0; 160,0; 160,0
"06320513 Miljø- og Træningsfonden "; 6,0; 6,0; 0,0; 0,0; 0,0; 0,0
"06320515 Offentlige-Private Partnerskaber "; 6,2; 20,0; 79,5; 20,0; 20,0; 20,0
"063206 Blandede kreditter "; 200,1; 300,0; 300,9; 300,0; 300,0; 300,0
"06320610 Blandede kreditter "; 200,1; 300,0; 300,9; 300,0; 300,0; 300,0
"063207 Lånebistand "; 256,5; 180,0; 865,1; 166,0; 166,0; 166,0
"06320712 Afskrivning af lån "; 0,0; 0,0; 190,9; 0,0; 0,0; 0,0
"06320714 Gældslettelse til udviklingslandene "; 256,5; 180,0; 674,2; 166,0; 166,0; 166,0
"063208 Øvrige bilateral bistand "; 262,8; 373,0; 563,8; 528,0; 553,0; 553,0
"06320810 Styrkelse af indsatser i nærområder "; 55,4; 60,0; 143,7; 160,0; 175,0; 175,0
"06320820 Bilateral regionalbistand "; 66,4; 115,0; 136,3; 115,0; 115,0; 115,0
"06320830 Projekter, demokrati og menneskerettigheder "; 96,6; 150,0; 235,8; 205,0; 215,0; 215,0
"06320840 Støtte til RCT "; 44,4; 48,0; 48,0; 48,0; 48,0; 48,0
"063210 Overgangsbistand til vestlige Balkan "; -1,3; 0,0; 0,0; 0,0; 0,0; 0,0
"06321010 Overgangsbistand til Albanien "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06321011 Overgangsbistand til øvrige Balkan "; -1,3; 0,0; 0,0; 0,0; 0,0; 0,0
"0633 NGO-bistand "; 870,3; 881,5; 857,6; 920,5; 920,5; 920,5
"063301 Bistand gennem private organisationer "; 870,3; 881,5; 857,6; 920,5; 920,5; 920,5
"06330110 Projektstøtte under rammeaftaler "; 506,9; 511,5; 514,0; 511,5; 511,5; 511,5
"06330111 Andre samarbejdsformer med NGO'er "; 350,4; 361,0; 315,6; 375,0; 360,0; 330,0
"06330112 Miniprogrammer "; 13,0; 9,0; 28,0; 34,0; 49,0; 79,0
"0634 Særlig miljøbistand "; 257,3; 430,5; 432,2; 480,5; 480,5; 480,5
"063401 Særlig miljøbistand i udviklingslande "; 257,3; 430,5; 432,2; 480,5; 480,5; 480,5
"06340110 Nye danske indsatser i globale miljøprogram. "; 0,0; 0,0; 0,1; 0,0; 0,0; 0,0
"06340120 Bilaterale miljøindsatser "; 257,3; 430,5; 435,6; 480,5; 480,5; 480,5
"06340130 Konsulenter og rådgivende firmaer "; 0,0; 0,0; -2,1; 0,0; 0,0; 0,0
"06340140 Informationsindsats "; 0,0; 0,0; -1,4; 0,0; 0,0; 0,0
"0635 Forsknings- og oplysningsvirksomhed "; 273,2; 280,3; 212,5; 253,7; 319,3; 250,1
"063501 Forskning og oplysning i Danmark m.v. "; 209,0; 230,3; 162,6; 203,7; 269,3; 200,1
"06350110 Projekter i Danmark "; 44,6; 48,0; 18,1; 45,4; 69,0; 39,8
"06350111 Forskningsvirksomhed "; 82,6; 96,7; 82,9; 96,7; 96,7; 96,7
"06350113 Oplysningsvirksomhed "; 35,9; 37,0; 26,0; 27,0; 27,0; 29,0
"06350114 Kulturelt samarbejde "; 15,3; 14,0; -0,4; 0,0; 42,0; 0,0
"06350115 Udredningsvirksomhed "; 8,0; 10,6; 10,9; 10,6; 10,6; 10,6
"06350117 Seminarer, kurser, konferencer m.v. "; 3,5; 4,0; 5,1; 4,0; 4,0; 4,0
"06350118 Evaluering "; 19,0; 20,0; 20,0; 20,0; 20,0; 20,0
"063502 International udviklingsforskning "; 64,1; 50,0; 49,9; 50,0; 50,0; 50,0
"06350210 International landbrugsforskning (CGIAR) "; 41,1; 35,0; 34,9; 35,0; 35,0; 35,0
"06350211 Anden international udviklingsforskning "; 23,0; 15,0; 15,0; 15,0; 15,0; 15,0
"0636 Multilateral bistand gennem FN "; 1822,3; 1767,6; 2200,0; 1729,0; 1749,1; 1749,1
"063601 UNDP "; 451,8; 426,0; 492,3; 418,0; 418,0; 418,0
"06360110 FN's Udviklingsprogram (UNDP) "; 370,0; 370,0; 371,7; 370,0; 370,0; 370,0
"06360111 Kapitaludviklingsfonden (UNCDF) "; 20,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06360112 FN's Udviklingsfond for Kvinder (UNIFEM) "; 5,0; 5,0; 5,0; 5,0; 5,0; 5,0
"06360113 Bidrag til UNDP-trustfonde "; 10,8; 20,0; 10,0; 12,0; 12,0; 12,0
"06360114 FN-center i København "; 46,0; 31,0; 105,6; 31,0; 31,0; 31,0
"063602 De Forenede Nationers Børnefond (UNICEF) "; 225,0; 195,0; 235,9; 207,2; 207,2; 207,2
"06360210 Generelt bidrag til UNICEF "; 200,0; 180,0; 205,1; 180,0; 180,0; 180,0
"06360211 UNICEF's lagerfaciliteter i København "; 25,0; 15,0; 30,8; 27,2; 27,2; 27,2
"063603 HIV/AIDS, Befolknings- og Sundhedsprogrammer "; 450,0; 495,0; 509,0; 525,0; 525,0; 525,0
"06360310 FN's Befolkningsfond (UNFPA) "; 180,0; 180,0; 180,0; 180,0; 180,0; 180,0
"06360311 Den intern. Sammensl. f. Familieplanlægning "; 40,0; 40,0; 40,0; 40,0; 40,0; 40,0
"06360312 Verdenssundhedsorg. WHO's udvik. aktiviteter "; 42,5; 40,0; 40,0; 40,0; 40,0; 40,0
"06360314 FN's Aids-bekæmpelsesprogram (UNAIDS) "; 35,5; 35,0; 40,0; 40,0; 40,0; 40,0
"06360315 Øvrige bidrag til befolknings- og sundhedspr."; 52,0; 60,0; 69,0; 85,0; 85,0; 85,0
"06360316 Den Globale Fond "; 100,0; 140,0; 140,0; 140,0; 140,0; 140,0
"063604 FN's landbrug m.v. "; 221,3; 210,0; 180,2; 180,0; 180,0; 180,0
"06360410 FN's Verdensfødevareprogram (WFP) "; 160,3; 160,0; 160,2; 160,0; 160,0; 160,0
"06360411 FN's Landbrugsudviklingsfond (IFAD) "; 61,0; 50,0; 20,0; 20,0; 20,0; 20,0
"063605 Globale Miljøprogrammer "; 185,2; 220,5; 455,3; 165,5; 185,5; 185,5
"06360510 FN's Miljøprogram (UNEP) "; 15,5; 31,0; 15,5; 15,5; 15,5; 15,5
"06360511 Den Globale Miljøfacilitet (GEF) "; 65,2; 65,2; 310,0; 0,0; 0,0; 0,0
"06360512 Øvrige miljøbidrag "; 104,5; 124,3; 129,8; 150,0; 170,0; 170,0
"063606 FN, øvrige bistandsprogrammer "; 289,0; 221,1; 327,3; 233,3; 233,4; 233,4
"06360610 FN's organisation for industriel udv. (UNIDO)"; 5,3; 5,0; 10,2; 5,0; 5,0; 5,0
"06360613 FN's arbejdsorganisation (ILO) "; 20,0; 20,0; 40,0; 20,0; 20,0; 20,0
"06360614 FN's org. for kultur og undervisning (UNESCO)"; 5,0; 5,0; 20,0; 20,0; 20,0; 20,0
"06360616 Multilaterale rådgivere "; 80,2; 85,0; 75,0; 85,0; 85,0; 85,0
"06360618 Firmarådgivere "; 1,7; 2,0; 4,3; 2,0; 2,0; 2,0
"06360619 FN-forbundet i Danmark "; 1,2; 1,2; 1,7; 1,3; 1,4; 1,4
"06360621 FN's Fredsbevarende operationer "; 174,5; 100,0; 176,1; 100,0; 100,0; 100,0
"06360622 Den Fælles Råvarefond (CFC) "; 1,1; 2,9; 0,0; 0,0; 0,0; 0,0
"0637 Udviklingsbanker, -fonde og EU "; 1230,6; 1301,6; 1093,8; 1277,0; 1432,0; 1314,0
"063701 Verdensbankgruppen "; 553,5; 508,5; 448,4; 570,0; 745,0; 600,0
"06370110 Verdensbanken (IBRD) "; 137,0; 48,5; 49,3; 70,0; 70,0; 70,0
"06370111 Den internationale Udviklingssammenslu. (IDA)"; 400,0; 420,0; 373,6; 420,0; 645,0; 500,0
"06370112 Valutafondens Strukturprogram (PRGF) "; 0,0; 15,0; 0,0; 50,0; 0,0; 0,0
"06370113 Den internationale finansieringsinsti. (IFC) "; 10,0; 10,0; 17,0; 10,0; 10,0; 10,0
"06370114 Bistand til Mellemøsten gennem IBRD "; 6,5; 15,0; 8,5; 20,0; 20,0; 20,0
"063702 Regionale udviklingsbanker "; 32,8; 120,1; 15,7; 38,0; 18,0; 18,0
"06370210 Den afrikanske Udviklingsbank (AfDB) "; 12,0; 92,5; -1,2; 3,0; 3,0; 3,0
"06370211 Den asiatiske Udviklingsbank (AsDB) "; 11,0; 15,0; 17,1; 15,0; 15,0; 15,0
"06370212 Den interamerikanske Udviklingsbank (IDB) "; 9,7; 12,6; -0,2; 20,0; 0,0; 0,0
"063703 Regionale udviklingsfonde og øvrige fonde "; 271,9; 211,0; 205,2; 207,0; 207,0; 207,0
"06370310 Den afrikanske Udviklingsfond (AfDF) "; 133,4; 100,0; 100,0; 100,0; 100,0; 100,0
"06370311 Den asiatiske Udviklingsfond (AsDF) "; 46,7; 50,0; 45,8; 46,0; 46,0; 46,0
"06370313 Den nordiske Udviklingsfond (NDF) "; 91,8; 61,0; 59,4; 61,0; 61,0; 61,0
"063704 Bistand gennem Den europæiske Union (EU) "; 372,5; 462,0; 424,5; 462,0; 462,0; 489,0
"06370410 Den europæiske Udviklingsfond (EUF) "; 372,5; 462,0; 424,5; 462,0; 462,0; 489,0
"0638 Multilateral bistand til øvrige indsatser "; 314,5; 327,1; 178,6; 328,5; 306,5; 301,5
"063801 regional og genopbygningsbistand "; 162,5; 145,0; 40,1; 100,0; 95,0; 90,0
"06380110 Multilateral regionalbistand "; 97,5; 95,0; 26,9; 50,0; 50,0; 50,0
"06380111 Multilateral genopbygningsbistand "; 65,0; 50,0; 13,2; 50,0; 45,0; 40,0
"063802 Indsatser vedr. stabilitet og sikkerhed "; 40,0; 80,0; 65,6; 130,0; 105,0; 105,0
"06380211 Konfliktforebyggelse "; 35,0; 75,0; 60,6; 125,0; 100,0; 100,0
"06380212 Narkotika og Kriminalitet "; 5,0; 5,0; 5,0; 5,0; 5,0; 5,0
"063803 Diverse multilaterale bidrag "; 112,0; 102,1; 72,9; 98,5; 106,5; 106,5
"06380310 Diverse multilaterale bidrag "; 13,2; 14,1; 14,0; 15,5; 18,5; 18,5
"06380320 Støtte til Internationale Menneskerettigheder"; 52,5; 35,0; 17,9; 40,0; 45,0; 45,0
"06380325 Støtte t. multilaterale aktivi. handel og udv"; 45,1; 50,0; 40,0; 40,0; 40,0; 40,0
"06380330 Multilaterale kurser,seminarer og konferencer"; 1,1; 3,0; 1,0; 3,0; 3,0; 3,0
"0639 Humanitær bistand "; 866,1; 886,0; 1040,6; 946,0; 990,8; 990,8
"063901 Humanitære organisationer "; 241,6; 257,0; 262,0; 262,0; 272,0; 272,0
"06390110 FN's Flygtningehøjkommissær (UNHCR) "; 125,0; 125,0; 130,0; 130,0; 130,0; 130,0
"06390111 FN's org. for Palæstinaflygtninge (UNRWA) "; 49,7; 60,0; 60,0; 60,0; 70,0; 70,0
"06390112 FN's Humanitære Koordinationskontor (OCHA) "; 10,0; 10,0; 10,0; 10,0; 10,0; 10,0
"06390113 Humanitær fødevarebistand (WFP) "; 30,0; 35,0; 35,0; 35,0; 35,0; 35,0
"06390114 Den internationale Røde Kors Komite (ICRC) "; 12,0; 12,0; 12,0; 12,0; 12,0; 12,0
"06390115 FNs Højkommissær for Menneskerettigheder "; 15,0; 15,0; 15,0; 15,0; 15,0; 15,0
"063902 Ekstraordinære humanitære bidrag "; 624,5; 629,0; 778,6; 684,0; 718,8; 718,8
"06390210 Ekstraordinære humanitære bidrag "; 465,4; 494,0; 613,1; 519,0; 545,0; 545,0
"06390211 Internationalt Humanitært Beredskab (IHB) "; 84,1; 55,0; 55,1; 55,0; 55,0; 55,0
"06390212 Bistand til flyg og internt fordrevne i nærom"; 74,9; 80,0; 110,4; 110,0; 118,8; 118,8
"064 eksportfremme "; 113,6; 110,2; 103,8; 104,8; 104,0; 101,0
"0641 Fællesudgifter "; 113,6; 110,2; 103,8; 104,8; 104,0; 101,0
"064102 Eksportstipendiater "; 53,2; 57,1; 59,4; 58,1; 58,1; 58,1
"06410210 Eksportstipendiater "; 53,2; 57,1; 59,4; 58,1; 58,1; 58,1
"064103 Særlige eksportfremmetilskud "; 60,4; 53,1; 44,4; 46,7; 45,9; 42,9
"06410310 smv-programmet "; 19,4; 15,8; 15,8; 15,8; 15,0; 12,0
"06410320 Eksportfremmetilskud "; 36,2; 32,2; 28,6; 30,9; 30,9; 30,9
"06410330 Særlig eksportfremme, Denmark.dk "; 4,8; 5,1; 0,0; 0,0; 0,0; 0,0
"07 Finansministeriet "; 10054,1; 9910,9; 11504,9; 10449,1; 10372,3; 10289,9
"071 Offentlig økonomi "; 6432,5; 6223,2; 7769,9; 6714,1; 6687,3; 6604,9
"0711 Centralstyrelsen "; 258,2; 335,3; 357,6; 318,7; 313,8; 288,1
"071101 Departementet "; 203,1; 207,5; 228,1; 211,7; 208,0; 204,3
"07110110 Almindelig virksomhed "; 179,7; 182,3; 198,1; 188,2; 184,8; 181,5
"07110120 Finansministeriets Administrative Fællesskab "; 23,5; 25,2; 30,0; 23,5; 23,2; 22,8
"071102 Effektivisering af offentlige institutioner "; 21,0; 57,6; 81,6; 74,9; 74,3; 52,9
"07110210 Effektivisering af offentlige institutioner "; 21,0; 29,1; 46,6; 39,9; 39,3; 37,9
"07110220 Lønrefusion for nationale eksperter "; 0,0; 7,5; 10,0; 10,0; 10,0; 10,0
"07110230 Elektroniske betalinger "; 0,0; 16,0; 0,0; 0,0; 0,0; 0,0
"07110240 Bedre statistikdækning af den off. sektor "; 0,0; 5,0; 5,0; 5,0; 5,0; 5,0
"07110250 Kommunalt-statsligt samarbejdsprojekt "; 0,0; 0,0; 20,0; 20,0; 20,0; 0,0
"071104 Fremme af digital forvaltning "; 13,6; 48,4; 40,9; 31,0; 30,4; 29,8
"07110410 Fremme af digital forvaltning "; 9,1; 14,2; 20,4; 0,0; 0,0; 0,0
"07110420 Digitalisering i staten "; 0,5; 26,0; 6,5; 31,0; 30,4; 29,8
"07110430 Konkurrenceevnepakken "; 2,0; 6,2; -18,0; 0,0; 0,0; 0,0
"07110440 Administration af Projekt Digital Forvaltning"; 2,0; 2,0; 2,0; 0,0; 0,0; 0,0
"07110450 Fremme af kommunale digitaliseringsløsninger "; 0,0; 0,0; 30,0; 0,0; 0,0; 0,0
"071108 DREAM-Gruppen "; 5,1; 5,2; 5,0; 4,7; 4,7; 4,7
"07110810 Almindelig virksomhed "; 3,3; 3,2; 3,8; 3,5; 3,5; 3,5
"07110890 Indtægtsdækket virksomhed "; 1,8; 2,0; 1,2; 1,2; 1,2; 1,2
"071109 Udliciteringsråd "; 1,7; 2,0; 2,0; 2,0; 2,0; 2,0
"07110910 Almindelig virksomhed "; 1,7; 2,0; 2,0; 2,0; 2,0; 2,0
"071112 Velfærdskommissionen "; 13,7; 14,6; 0,0; 0,0; 0,0; 0,0
"07111210 Velfærdskommissionen "; 13,7; 14,6; 0,0; 0,0; 0,0; 0,0
"071179 Reserver og budgetregulering "; 0,0; 0,0; 0,0; -5,6; -5,6; -5,6
