"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2005";"2006";"2007";"2008";"2009";"2010" 
"033111 Rigsrevisionen "; 160,7; 168,9; 178,9; 178,2; 178,2; 178,2
"03311110 Almindelig virksomhed "; 160,7; 168,9; 178,9; 178,2; 178,2; 178,2
"033112 Rigsrevisionens pensionsudg. og overførind "; 5,5; 5,3; 6,7; 5,5; 5,5; 5,5
"03311210 Almindelig virksomhed "; 5,5; 5,3; 6,7; 5,5; 5,5; 5,5
"05 Statsministeriet "; 116,3; 109,1; 122,1; 113,1; 109,0; 106,9
"051 Fællesudgifter "; 116,3; 109,1; 122,1; 113,1; 109,0; 106,9
"0511 Centralstyrelsen "; 93,7; 92,2; 101,4; 92,9; 89,9; 86,9
"051101 Departementet "; 79,8; 78,6; 87,9; 80,1; 77,1; 74,1
"05110110 Almindelig virksomhed "; 79,8; 78,6; 87,9; 80,1; 77,1; 74,1
"051103 Vederlag og repræsentationstillæg t. ministre "; 13,1; 12,8; 12,7; 12,0; 12,0; 12,0
"05110310 Almindelig virksomhed "; 0,1; 0,1; 0,1; 0,1; 0,1; 0,1
"05110320 Vederlag til ministre "; 11,6; 11,6; 11,6; 11,9; 11,9; 11,9
"05110330 Eftervederlag til tidligere ministre "; 1,4; 1,1; 1,0; 0,0; 0,0; 0,0
"051105 Tilskud "; 0,8; 0,8; 0,8; 0,8; 0,8; 0,8
"05110510 Avisårbogen "; 0,3; 0,3; 0,3; 0,3; 0,3; 0,3
"05110520 Nordatlantens Brygge "; 0,5; 0,5; 0,5; 0,5; 0,5; 0,5
"0512 Grønland og Færøerne "; 22,6; 16,9; 20,7; 20,2; 19,1; 20,0
"051203 Rigsombudsmanden i Grønland "; 9,0; 9,1; 11,5; 11,2; 10,6; 11,1
"05120310 Almindelig virksomhed "; 9,0; 9,1; 11,5; 11,2; 10,6; 11,1
"051251 Rigsombudsmanden på Færøerne "; 13,6; 7,8; 9,2; 9,0; 8,5; 8,9
"05125110 Almindelig virksomhed "; 13,6; 7,8; 9,2; 9,0; 8,5; 8,9
"06 Udenrigsministeriet "; 13881,9; 13505,5; 14614,2; 14733,0; 14797,0; 14826,1
"061 Udenrigstjenesten m.v. "; 2284,1; 2117,7; 2302,7; 2275,7; 2269,9; 2141,5
"0611 Udenrigstjenesten "; 2284,1; 2117,7; 2302,7; 2275,7; 2269,9; 2141,5
"061101 Udenrigstjenesten "; 1717,1; 1639,8; 1840,5; 1815,4; 1810,2; 1780,5
"06110110 Generel udenrigspolitik "; 567,6; 543,8; 614,7; 598,8; 593,3; 580,9
"06110120 Administration af udviklingsbistand "; 642,3; 605,7; 673,2; 674,8; 676,5; 667,5
"06110130 Eksportfremme mv. "; 330,3; 338,8; 357,9; 357,9; 357,5; 352,0
"06110140 Borgerservice "; 163,4; 140,0; 181,2; 170,4; 169,4; 166,6
"06110190 Sprogcentret "; 13,5; 11,5; 13,5; 13,5; 13,5; 13,5
"061103 Udenrigstjenestens bygninger "; 17,8; 39,5; 0,0; 0,0; 0,0; 0,0
"06110310 Bygge- og vedligeholdsarbejder "; 1,9; 39,5; 0,0; 0,0; 0,0; 0,0
"06110320 Afhændelse af anlægsprojekter "; 15,9; 0,0; 0,0; 0,0; 0,0; 0,0
"061105 Indtægter fra borgerservice ydelser "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06110510 Indtægter fra borgerservice sager "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"061113 DCISM "; 156,6; 146,7; 163,7; 162,6; 162,0; 159,5
"06111310 Almindelig virksomhed "; 71,4; 62,3; 74,4; 73,3; 72,7; 70,2
"06111390 Indtægtsdækket virksomhed "; 2,4; 1,9; 2,5; 2,5; 2,5; 2,5
"06111395 Tilskudsfinansieret virksomhed "; 16,5; 17,0; 17,3; 17,3; 17,3; 17,3
"06111397 Andre tilskudsfinansierede aktiviteter "; 66,3; 65,5; 69,5; 69,5; 69,5; 69,5
"061115 Ikke-lovbundne tilskud "; 8,9; 7,7; 13,6; 10,3; 10,3; 9,3
"06111510 Tilskud til oplysningsarbejde m.v. "; 6,9; 5,6; 5,9; 5,9; 5,9; 5,9
"06111520 Tilskud til internationale institutioner "; 2,0; 2,1; 4,5; 4,4; 4,4; 3,4
"06111530 Styrket international presseindsats "; 0,0; 0,0; 3,2; 0,0; 0,0; 0,0
"061119 Bilateralt naboskabsprogram "; 243,2; 188,8; 192,2; 192,2; 192,2; 192,2
"06111910 Almindelig virksomhed "; 8,8; 8,0; 8,0; 8,0; 8,0; 8,0
"06111915 indsatser på Balkan "; -13,9; 0,0; 0,0; 0,0; 0,0; 0,0
"06111920 Demokratifonden "; -1,3; 0,0; 0,0; 0,0; 0,0; 0,0
"06111925 Støtteindsatser i EU's nabolande "; -11,6; 0,0; 0,0; 0,0; 0,0; 0,0
"06111930 Naboskabsindsatser i DAC-lande "; 147,2; 111,6; 146,4; 169,8; 169,8; 169,8
"06111940 Naboskabsindsatser i ikke-DAC lande "; 114,0; 69,2; 37,8; 14,4; 14,4; 14,4
"061123 Garantifonden for investeringer i østlande "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06112310 Garantifonden for investeringer i østlande "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"061125 Garantifonden for investeringer i udvik.lande "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06112510 Garantiordningen for investeringer i udv.land"; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"061127 Klimaprojekter i udviklingslande "; 140,4; 95,2; 92,7; 95,2; 95,2; 0,0
"06112710 CO2-kreditter i udviklingslande "; 140,4; 95,2; 92,7; 95,2; 95,2; 0,0
"062 Internationale organisationer "; 386,8; 380,5; 386,2; 386,8; 387,4; 388,0
"0621 Nordiske formål "; 149,0; 140,6; 143,1; 143,1; 143,1; 143,1
"062101 Nordisk Ministerråd "; 149,0; 140,6; 143,1; 143,1; 143,1; 143,1
"06210110 Nordisk Ministerråd "; 149,0; 140,6; 143,1; 143,1; 143,1; 143,1
"0622 Øvrige internationale organisationer "; 237,8; 239,9; 243,1; 243,7; 244,3; 244,9
"062201 Fredsbevarende operationer "; 37,9; 38,8; 39,5; 39,5; 39,5; 39,5
"06220110 De Forenede Nationer "; 37,9; 38,8; 39,5; 39,5; 39,5; 39,5
"062203 Øvrige organisationer "; 197,0; 196,9; 199,3; 199,9; 200,5; 201,1
"06220310 Almindelig virksomhed "; 197,0; 196,9; 199,3; 199,9; 200,5; 201,1
"062205 Den Europæiske Investeringsbank "; 2,8; 4,2; 4,3; 4,3; 4,3; 4,3
"06220510 Den Europæiske Investeringsbank "; 2,8; 4,2; 4,3; 4,3; 4,3; 4,3
"063 Bistand til udviklingslandene "; 11098,3; 10902,5; 11812,1; 11959,4; 12032,6; 12191,5
"0631 Reserver "; 0,0; 100,0; 0,0; 100,0; 100,0; 100,0
"063179 Reserver "; 0,0; 100,0; 0,0; 100,0; 100,0; 100,0
"06317910 Reserve "; 0,0; 100,0; 0,0; 100,0; 100,0; 100,0
"0632 Bilateral bistand "; 4886,7; 4779,6; 5182,5; 5562,6; 5612,9; 5773,3
"063201 Udviklingslande i Afrika "; 2168,9; 2087,9; 2304,0; 2994,5; 2531,0; 2731,0
"06320110 Tanzania "; 401,0; 590,0; 15,0; 655,0; 605,0; 15,0
"06320111 Kenya "; 121,5; 296,0; 58,6; 5,0; 45,0; 570,0
"06320112 Uganda "; 250,0; 195,0; 355,0; 100,0; 410,0; 510,0
"06320113 Mozambique "; 295,9; 485,0; 276,5; 390,0; 10,0; 665,0
"06320115 Ghana "; 292,4; 256,0; 428,0; 706,0; 271,0; 6,0
"06320116 Benin "; 206,4; 10,0; 113,4; 145,0; 160,0; 310,0
"06320117 Burkina Faso "; 195,2; 5,0; 73,5; 330,0; 305,0; 5,0
"06320118 Zambia "; 202,8; 15,0; 525,0; 10,0; 110,0; 220,0
"06320119 Egypten "; 62,4; 0,0; -2,2; 0,0; 0,0; 0,0
"06320120 Mali "; 0,0; 0,0; 350,0; 190,0; 115,0; 15,0
"06320123 Øvrige lande i Afrika "; 141,4; 235,9; 111,2; 263,5; 200,0; 15,0
"06320124 Særlige bilaterale aids-indsatser i Afrika "; 0,0; 0,0; 0,0; 200,0; 300,0; 400,0
"063202 Udviklingslande i Asien og Latinamerika "; 1218,4; 1287,0; 987,9; 552,0; 1179,0; 1137,0
"06320211 Bangladesh "; 186,6; 541,0; 25,3; 10,0; 10,0; 10,0
"06320212 Nepal "; 125,6; 30,0; 208,7; 60,0; 460,0; 10,0
"06320213 Bhutan "; 65,4; 5,0; 145,1; 61,0; 76,0; 6,0
"06320214 Vietnam "; 281,5; 445,0; 324,4; 265,0; 285,0; 245,0
"06320215 Øvrige lande i Asien "; 231,0; 50,0; 152,1; 15,0; 87,0; 15,0
"06320216 Nicaragua "; 181,9; 11,0; 10,2; 131,0; 191,0; 441,0
"06320217 Bolivia "; 125,2; 205,0; 122,1; 10,0; 70,0; 410,0
"06320218 Øvrige lande i Latinamerika "; 21,2; 0,0; 0,0; 0,0; 0,0; 0,0
"063204 Personelbistand "; 395,8; 185,7; 186,0; 300,2; 224,2; 287,2
"06320410 Rådgiverbistand "; 257,5; 61,7; 41,5; 158,2; 82,2; 145,2
"06320411 Stipendiatbistand "; 40,0; 34,0; 50,0; 50,0; 50,0; 50,0
"06320412 Firmarådgivere "; 98,3; 90,0; 94,5; 92,0; 92,0; 92,0
"063205 Business-to-Business Programmet mv. "; 170,9; 230,0; 242,1; 230,0; 230,0; 180,0
"06320512 Business-to-Business Programmer (B2B) "; 157,0; 160,0; 197,5; 200,0; 200,0; 160,0
"06320513 Miljø- og Træningsfonden "; 6,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06320515 Offentlige-Private Partnerskaber "; 7,8; 70,0; 44,6; 30,0; 30,0; 20,0
"063206 Blandede kreditter "; 271,0; 300,0; 350,0; 350,0; 350,0; 300,0
"06320610 Blandede kreditter "; 271,0; 300,0; 350,0; 350,0; 350,0; 300,0
"063207 Lånebistand "; 301,8; 166,0; 670,9; 737,9; 700,7; 740,1
"06320712 Afskrivning af lån "; 121,4; 0,0; 0,0; 0,0; 0,0; 0,0
"06320714 Gældslettelse til udviklingslandene "; 180,4; 166,0; 670,9; 737,9; 700,7; 740,1
"063208 Øvrig bilateral bistand "; 359,3; 523,0; 441,6; 398,0; 398,0; 398,0
"06320810 Styrkelse af indsatser i nærområder "; 71,5; 160,0; 0,0; 0,0; 0,0; 0,0
"06320820 Bilateral regionalbistand "; 78,9; 115,0; 176,0; 135,0; 135,0; 135,0
"06320830 Projekter, demokrati og menneskerettigheder "; 160,9; 200,0; 112,7; 115,0; 115,0; 115,0
"06320840 Støtte til RCT "; 48,0; 48,0; 48,4; 48,0; 48,0; 48,0
"06320850 Det Arabiske Initiativ "; 0,0; 0,0; 104,5; 100,0; 100,0; 100,0
"063210 Overgangsbistand til vestlige Balkan "; 0,6; 0,0; 0,0; 0,0; 0,0; 0,0
"06321010 Overgangsbistand til Albanien "; 0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"06321011 Overgangsbistand til øvrige Balkan "; 0,5; 0,0; 0,0; 0,0; 0,0; 0,0
"0633 NGO-bistand "; 893,1; 895,5; 978,9; 925,5; 925,5; 925,5
"063301 Bistand gennem private organisationer "; 893,1; 895,5; 978,9; 925,5; 925,5; 925,5
"06330110 Projektstøtte under rammeaftaler "; 517,1; 511,5; 571,4; 526,5; 526,5; 526,5
"06330111 Andre samarbejdsformer med NGO'er "; 367,0; 340,0; 291,0; 316,0; 316,0; 316,0
"06330112 Miniprogrammer "; 9,0; 44,0; 116,5; 83,0; 83,0; 83,0
"0634 Særlig miljøbistand "; 531,4; 480,5; 480,5; 480,5; 480,5; 480,5
"063401 Særlig miljøbistand i udviklingslande "; 531,4; 480,5; 480,5; 480,5; 480,5; 480,5
"06340110 Nye danske indsatser i globale miljøprogram. "; -1,7; 0,0; 0,0; 0,0; 0,0; 0,0
"06340120 Bilaterale miljøindsatser "; 534,2; 480,5; 480,5; 480,5; 480,5; 480,5
"06340130 Konsulenter og rådgivende firmaer "; -1,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06340140 Informationsindsats "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0635 Forsknings- og oplysningsvirksomhed "; 241,3; 247,8; 276,5; 272,3; 245,1; 292,7
"063501 Forskning og oplysning i Danmark m.v. "; 191,4; 197,8; 225,5; 222,3; 195,1; 242,7
"06350110 Projekter i Danmark "; 45,6; 40,5; 16,0; 64,0; 34,8; 40,4
"06350111 Forskningsvirksomhed "; 72,6; 96,7; 96,9; 96,7; 96,7; 96,7
"06350113 Oplysningsvirksomhed "; 39,0; 26,0; 27,0; 27,0; 29,0; 29,0
"06350114 Kulturelt samarbejde "; 13,9; 0,0; 42,0; 0,0; 0,0; 42,0
"06350115 Udredningsvirksomhed "; 7,3; 10,6; 10,6; 10,6; 10,6; 10,6
"06350117 Seminarer, kurser, konferencer m.v. "; 3,0; 4,0; 13,0; 4,0; 4,0; 4,0
"06350118 Evaluering "; 10,0; 20,0; 20,0; 20,0; 20,0; 20,0
"063502 International udviklingsforskning "; 49,9; 50,0; 51,0; 50,0; 50,0; 50,0
"06350210 International landbrugsforskning (CGIAR) "; 34,9; 35,0; 35,0; 35,0; 35,0; 35,0
"06350211 Anden international udviklingsforskning "; 15,0; 15,0; 16,0; 15,0; 15,0; 15,0
"0636 Multilateral bistand gennem FN "; 1889,3; 2011,1; 2049,7; 1725,0; 1956,0; 1856,0
"063601 UNDP "; 416,6; 418,0; 407,1; 416,0; 416,0; 416,0
"06360110 FN's Udviklingsprogram (UNDP) "; 370,0; 370,0; 370,0; 370,0; 370,0; 370,0
"06360112 FN's Udviklingsfond for Kvinder (UNIFEM) "; 5,0; 5,0; 5,0; 5,0; 5,0; 5,0
"06360113 Bidrag til UNDP-trustfonde "; 10,0; 12,0; 0,0; 0,0; 0,0; 0,0
"06360114 FN-center i København "; 31,6; 31,0; 32,1; 41,0; 41,0; 41,0
"063602 De Forenede Nationers Børnefond (UNICEF) "; 227,8; 209,3; 212,1; 207,2; 207,2; 207,2
"06360210 Generelt bidrag til UNICEF "; 200,1; 180,0; 180,0; 180,0; 180,0; 180,0
"06360211 UNICEF's lagerfaciliteter i København "; 27,7; 29,3; 32,1; 27,2; 27,2; 27,2
"063603 HIV/AIDS, Befolknings- og Sundhedsprogrammer "; 495,0; 525,0; 770,0; 530,0; 770,0; 530,0
"06360310 FN's Befolkningsfond (UNFPA) "; 180,0; 180,0; 180,0; 180,0; 180,0; 180,0
"06360311 Den intern. Sammensl. f. Familieplanlægning "; 40,0; 40,0; 80,0; 0,0; 80,0; 0,0
"06360312 Verdenssundhedsorg. WHO's udvik. aktiviteter "; 40,0; 40,0; 80,0; 0,0; 80,0; 0,0
"06360314 FN's Aids-bekæmpelsesprogram (UNAIDS) "; 35,0; 40,0; 80,0; 0,0; 80,0; 0,0
"06360315 Hiv/aids og øvrige befolkningsprogrammer "; 60,0; 85,0; 185,0; 185,0; 185,0; 185,0
"06360316 Den Globale Fond "; 140,0; 140,0; 140,0; 140,0; 140,0; 140,0
"06360317 Det globale vaccinationsinitiativ (GAVI) "; 0,0; 0,0; 25,0; 25,0; 25,0; 25,0
"063604 FN's landbrug m.v. "; 246,4; 180,0; 180,0; 180,0; 180,0; 180,0
"06360410 FN's Verdensfødevareprogram (WFP) "; 160,8; 160,0; 160,0; 160,0; 160,0; 160,0
"06360411 FN's Landbrugsudviklingsfond (IFAD) "; 85,6; 20,0; 20,0; 20,0; 20,0; 20,0
"063605 Globale Miljøprogrammer "; 220,3; 455,5; 167,3; 150,0; 181,0; 281,0
"06360510 FN's Miljøprogram (UNEP) "; 31,1; 15,5; 31,0; 0,0; 31,0; 0,0
"06360511 Den Globale Miljøfacilitet (GEF) "; 65,2; 310,0; 0,0; 0,0; 0,0; 131,0
"06360512 Øvrige miljøbidrag "; 124,0; 130,0; 136,3; 150,0; 150,0; 150,0
"063606 FN, øvrige bistandsprogrammer "; 283,1; 223,3; 313,2; 241,8; 201,8; 241,8
"06360610 FN's organisation for industriel udv. (UNIDO)"; 5,5; 5,0; 1,4; 5,0; 5,0; 5,0
"06360613 FN's arbejdsorganisation (ILO) "; 17,2; 20,0; 0,0; 40,0; 0,0; 40,0
"06360614 UNESCO og Fast-track initiativet (FTI) "; 5,0; 20,0; 45,0; 20,0; 20,0; 20,0
"06360616 Multilaterale rådgivere "; 79,5; 75,0; 80,0; 75,0; 75,0; 75,0
"06360618 Firmarådgivere "; 2,4; 2,0; -1,0; 0,0; 0,0; 0,0
"06360619 FN-forbundet i Danmark "; 1,2; 1,3; 1,8; 1,8; 1,8; 1,8
"06360621 FN's Fredsbevarende operationer "; 171,2; 100,0; 186,0; 100,0; 100,0; 100,0
"06360622 Den Fælles Råvarefond (CFC) "; 1,1; 0,0; 0,0; 0,0; 0,0; 0,0
"0637 Udviklingsbanker, -fonde og EU "; 1231,4; 1252,5; 1416,1; 1491,0; 1315,1; 1366,0
"063701 Verdensbankgruppen "; 504,5; 575,5; 464,9; 695,0; 550,0; 550,0
"06370110 Verdensbanken (IBRD) "; 12,1; 125,5; 35,0; 20,0; 20,0; 20,0
"06370111 Den internationale Udviklingssammenslu. (IDA)"; 466,4; 420,0; 420,0; 645,0; 500,0; 500,0
"06370112 Den Internationale Valutafond (IMF) "; 1,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06370113 Den internationale finansieringsinsti. (IFC) "; 10,0; 10,0; 9,9; 10,0; 10,0; 10,0
"06370114 Bistand til Mellemøsten gennem IBRD "; 15,0; 20,0; 0,0; 20,0; 20,0; 20,0
"063702 Regionale udviklingsbanker "; 100,7; 18,0; 0,0; 55,0; 14,1; 45,0
"06370210 Den afrikanske Udviklingsbank (AfDB) "; 77,8; 3,0; 0,0; 30,0; 0,0; 30,0
"06370211 Den asiatiske Udviklingsbank (AsDB) "; 12,1; 15,0; 0,0; 25,0; 14,1; 15,0
"06370212 Den interamerikanske Udviklingsbank (IDB) "; 10,8; 0,0; 0,0; 0,0; 0,0; 0,0
"063703 Udviklingsfonde m.v. "; 205,4; 207,0; 494,5; 279,0; 289,0; 309,0
"06370310 Den afrikanske Udviklingsfond (AfDF) "; 100,0; 100,0; 100,0; 100,0; 100,0; 100,0
"06370311 Den asiatiske Udviklingsfond (AsDF) "; 45,7; 46,0; 46,0; 46,0; 46,0; 46,0
"06370313 Den nordiske Udviklingsfond (NDF) "; 59,6; 61,0; 161,5; 68,0; 68,0; 68,0
"06370314 Multilaterale gældslettelsesinitiativer "; 0,0; 0,0; 187,0; 65,0; 75,0; 95,0
"063704 Bistand gennem Den europæiske Union (EU) "; 420,8; 452,0; 456,7; 462,0; 462,0; 462,0
"06370410 Den europæiske Udviklingsfond (EUF) "; 420,8; 452,0; 456,7; 462,0; 462,0; 462,0
"0638 Multilateral bistand til øvrige indsatser "; 319,5; 194,5; 286,4; 278,5; 273,5; 273,5
"063801 regional og genopbygningsbistand "; 119,7; 80,0; 19,9; 45,0; 40,0; 40,0
"06380110 Multilateral regionalbistand "; 69,6; 35,0; -0,1; 0,0; 0,0; 0,0
"06380111 Multilateral genopbygningsbistand "; 50,0; 45,0; 20,0; 45,0; 40,0; 40,0
"063802 Indsatser vedr. stabilitet og sikkerhed "; 80,5; 23,5; 99,0; 105,0; 105,0; 105,0
"06380211 Konfliktforebyggelse "; 75,5; 18,5; 89,0; 100,0; 100,0; 100,0
"06380212 Narkotika og Kriminalitet "; 5,0; 5,0; 10,0; 5,0; 5,0; 5,0
"063803 Diverse multilaterale bidrag "; 119,3; 91,0; 167,5; 128,5; 128,5; 128,5
"06380310 Diverse multilaterale bidrag "; 22,5; 13,0; 26,1; 25,5; 25,5; 25,5
"06380320 Støtte til Internationale Menneskerettigheder"; 43,6; 35,0; 84,1; 45,0; 45,0; 45,0
"06380325 Støtte t. multilaterale aktivi. handel og udv"; 50,9; 40,0; 55,0; 55,0; 55,0; 55,0
"06380330 Multilaterale kurser,seminarer og konferencer"; 2,3; 3,0; 2,3; 3,0; 3,0; 3,0
"0639 Humanitær bistand "; 1105,6; 941,0; 1141,5; 1124,0; 1124,0; 1124,0
"063901 Humanitære organisationer "; 257,2; 262,0; 320,1; 330,0; 330,0; 330,0
"06390110 FN's Flygtningehøjkommissær (UNHCR) "; 125,0; 130,0; 130,0; 130,0; 130,0; 130,0
"06390111 FN's org. for Palæstinaflygtninge (UNRWA) "; 60,1; 60,0; 60,0; 70,0; 70,0; 70,0
"06390112 FN's Humanitære Koordinationskontor (OCHA) "; 10,0; 10,0; 10,0; 10,0; 10,0; 10,0
"06390113 Humanitær fødevarebistand (WFP) "; 35,0; 35,0; 35,0; 35,0; 35,0; 35,0
"06390114 Den internationale Røde Kors Komite (ICRC) "; 12,0; 12,0; 20,0; 20,0; 20,0; 20,0
"06390115 FNs Højkommissær for Menneskerettigheder "; 15,0; 15,0; 15,0; 15,0; 15,0; 15,0
"06390116 FN's humanitære fond (CERF) "; 0,0; 0,0; 50,1; 50,0; 50,0; 50,0
"063902 Ekstraordinære humanitære bidrag "; 848,5; 679,0; 821,4; 794,0; 794,0; 794,0
"06390210 Ekstraordinære humanitære bidrag "; 694,1; 519,0; 524,0; 469,0; 469,0; 469,0
"06390211 Internationalt Humanitært Beredskab (IHB) "; 55,1; 55,0; 54,7; 55,0; 55,0; 55,0
"06390212 Bistand til flyg og internt fordrevne i nærom"; 99,2; 105,0; 242,7; 270,0; 270,0; 270,0
"064 eksportfremme "; 112,7; 104,8; 113,2; 111,1; 107,1; 105,1
"0641 Fællesudgifter "; 112,7; 104,8; 113,2; 111,1; 107,1; 105,1
"064102 Eksportstipendiater "; 59,7; 58,1; 67,4; 66,7; 65,7; 63,7
"06410210 Eksportstipendiater "; 59,7; 58,1; 67,4; 66,7; 65,7; 63,7
"064103 Særlige eksportfremmetilskud "; 53,0; 46,7; 45,8; 44,4; 41,4; 41,4
"06410310 smv-programmet "; 16,5; 15,8; 16,7; 15,3; 12,3; 12,3
"06410320 Eksportfremmetilskud "; 31,8; 30,9; 29,1; 29,1; 29,1; 29,1
"06410330 Særlig eksportfremme, Denmark.dk "; 4,8; 0,0; 0,0; 0,0; 0,0; 0,0
"07 Finansministeriet "; 12513,2; 11112,2; 14123,7; 10775,1; 10686,1; 10694,7
"071 Offentlig økonomi "; 8829,1; 7377,2; 10297,6; 6999,0; 6910,9; 6919,8
"0711 Centralstyrelsen "; 285,3; 330,4; 397,7; 384,8; 341,5; 335,6
"071101 Departementet "; 202,0; 218,2; 233,8; 228,7; 225,0; 220,8
"07110110 Almindelig virksomhed "; 180,9; 193,6; 203,6; 199,4; 196,1; 192,4
"07110120 Finansministeriets Administrative Fællesskab "; 21,2; 24,6; 30,2; 29,3; 28,9; 28,4
"071102 Effektivisering af offentlige institutioner "; 35,9; 70,2; 66,6; 96,1; 64,2; 63,1
"07110210 Effektivisering af offentlige institutioner "; 28,1; 35,2; 26,4; 50,7; 48,8; 48,0
"07110220 Lønrefusion for nationale eksperter "; 3,9; 10,0; 10,3; 10,3; 10,3; 10,1
"07110240 Bedre statistikdækning af den off. sektor "; 0,0; 5,0; 5,1; 5,1; 5,1; 5,0
"07110250 Kommunalt-statsligt samarbejdsprojekt "; 3,8; 20,0; 24,8; 30,0; 0,0; 0,0
"071104 Fremme af digital forvaltning "; 25,8; 40,9; 80,0; 38,0; 30,3; 29,7
"07110410 Fremme af digital forvaltning "; 23,5; 20,4; 7,0; 7,0; 0,0; 0,0
"07110420 Digitalisering i staten "; 0,0; 6,5; 25,8; 31,0; 30,3; 29,7
"07110430 Konkurrenceevnepakken "; 0,3; -18,0; 0,0; 0,0; 0,0; 0,0
"07110440 Administration af Projekt Digital Forvaltning"; 2,0; 2,0; 0,0; 0,0; 0,0; 0,0
"07110450 Fremme af kommunale digitaliseringsløsninger "; 0,0; 30,0; 35,2; 0,0; 0,0; 0,0
"07110460 Udvikling af fællesoffentlig borgerportal "; 0,0; 0,0; 12,0; 0,0; 0,0; 0,0
"071108 DREAM-Gruppen "; 4,9; 4,7; 5,3; 4,8; 4,8; 4,8
