"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2020";"2021";"2022";"2023";"2024";"2025" 
"06111520 Tilskud til internationale institutioner "; 5,5; 14,2; 11,9; 11,9; 11,9; 11,9
"06111530 Int. presseindsatser "; 2,1; 2,1; 2,1; 2,1; 2,1; 2,1
"06111540 Freds- og Stabiliseringsfonden "; 11,2; 11,3; 11,5; 0,0; 0,0; 0,0
"061118 Den Europæiske Fredsfacilitet "; 0,0; 36,3; 30,0; 62,4; 78,3; 84,0
"06111810 fredsfacilitet "; 0,0; 36,3; 30,0; 62,4; 78,3; 84,0
"061122 Risikopræmie vedr. statsgarantier og genudlån "; 9,7; 13,7; 55,4; 55,4; 54,3; 54,3
"06112210 Risikopræmie vedr. IFU "; 4,8; 9,6; 16,2; 16,2; 16,2; 16,2
"06112211 Risikopræmie vedr. statsgaranti til IBRD "; 2,1; 4,1; 4,1; 4,1; 4,1; 4,1
"06112212 Risikopræmie vedr. statsgaranti til AfDB "; 2,8; 0,0; 35,1; 35,1; 34,0; 34,0
"061141 Kompensationsordninger som følge af COVID-19 "; 6,3; 0,0; 0,0; 0,0; 0,0; 0,0
"06114110 Kompensationsordning COVID-19, jf. aktstykke "; 6,3; 0,0; 0,0; 0,0; 0,0; 0,0
"062 Internationale organisationer "; 642,4; 662,2; 748,9; 637,3; 552,8; 721,9
"0621 Nordiske formål "; 144,3; 145,9; 156,8; 156,8; 156,8; 156,8
"062101 Nordisk Ministerråd "; 144,3; 145,9; 156,8; 156,8; 156,8; 156,8
"06210110 Nordisk Ministerråd "; 144,3; 145,9; 156,8; 156,8; 156,8; 156,8
"0622 Øvrige internationale organisationer "; 498,1; 516,3; 592,1; 480,5; 396,0; 565,1
"062201 Fredsbevarende operationer "; 234,3; 249,6; 297,7; 213,1; 128,6; 297,7
"06220110 FN's fredsbevarende operationer "; 234,3; 249,6; 297,7; 213,1; 128,6; 297,7
"062203 Øvrige organisationer "; 263,8; 266,2; 266,9; 266,9; 266,9; 266,9
"06220310 Øvrige organisationer "; 263,8; 266,2; 266,9; 266,9; 266,9; 266,9
"062205 Den Europæiske Investeringsbank "; 0,0; 0,5; 0,5; 0,5; 0,5; 0,5
"06220510 Den Europæiske Investeringsbank "; 0,0; 0,5; 0,5; 0,5; 0,5; 0,5
"062206 UN Live Museum "; 0,0; 0,0; 27,0; 0,0; 0,0; 0,0
"06220610 UN Live Museum "; 0,0; 0,0; 27,0; 0,0; 0,0; 0,0
"063 Bistand til udviklingslandene "; 14506,8; 14457,9; 14436,9; 14638,9; 14341,4; 14341,8
"0631 Reserver "; 12,2; 349,7; 155,2; 142,8; 128,9; 171,4
"063179 Reserver og budgetreguleringer "; 12,2; 349,7; 155,2; 142,8; 128,9; 171,4
"06317910 Reserve "; 0,0; 349,7; 155,2; 142,8; 128,9; 171,4
"06317930 Valutakursreguleringer "; 12,2; 0,0; 0,0; 0,0; 0,0; 0,0
"0632 Bilateral bistand "; 3706,8; 3826,3; 3405,3; 3494,9; 3708,0; 3982,6
"063201 Udviklingslande i Afrika "; 1710,0; 1317,0; 725,0; 955,0; 1200,0; 1550,0
"06320105 Etiopien "; 212,2; 117,0; 0,0; 200,0; 300,0; 400,0
"06320106 Niger "; 20,0; 0,0; 0,0; 100,0; 200,0; 300,0
"06320107 Zimbabwe "; -0,5; 0,0; 0,0; 0,0; 0,0; 0,0
"06320108 Somalia "; 230,0; 100,0; 0,0; 0,0; 100,0; 200,0
"06320110 Tanzania "; -7,8; 100,0; 150,0; 50,0; 0,0; 0,0
"06320111 Kenya "; 922,3; 0,0; 0,0; 0,0; 0,0; 0,0
"06320112 Uganda "; 9,2; 0,0; 0,0; 100,0; 250,0; 300,0
"06320113 Mozambique "; -2,8; 0,0; 0,0; 0,0; 0,0; 0,0
"06320115 Ghana "; 8,6; 0,0; 0,0; 0,0; 0,0; 0,0
"06320116 Benin "; -1,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06320117 Burkina Faso "; 20,8; 450,0; 400,0; 280,0; 0,0; 0,0
"06320118 Zambia "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"06320120 Mali "; 22,2; 5,0; 175,0; 225,0; 350,0; 350,0
"06320123 Øvrige indsatser i Afrika "; 281,4; 545,0; 0,0; 0,0; 0,0; 0,0
"06320125 Særlige bilaterale kvinde-indsatser i Afrika "; -4,5; 0,0; 0,0; 0,0; 0,0; 0,0
"063202 Udv.lande i Asien, Mellemøsten og Latinamerik "; 302,9; 600,0; 600,0; 550,0; 550,0; 400,0
"06320204 Pakistan "; -1,3; 0,0; 0,0; 0,0; 0,0; 0,0
"06320205 Myanmar "; 3,6; 50,0; 0,0; 0,0; 0,0; 0,0
"06320208 Palæstina "; 0,9; 200,0; 100,0; 75,0; 75,0; 0,0
"06320209 Indsatser i Afghanistan og nærområder "; -20,3; 100,0; 200,0; 200,0; 200,0; 200,0
"06320210 Indsatser i Syrien og nabolande "; 191,0; 200,0; 200,0; 200,0; 200,0; 200,0
"06320211 Bangladesh "; 4,9; 50,0; 100,0; 75,0; 75,0; 0,0
"06320212 Nepal "; -24,6; 0,0; 0,0; 0,0; 0,0; 0,0
"06320213 Bhutan "; -0,7; 0,0; 0,0; 0,0; 0,0; 0,0
"06320214 Vietnam "; -5,1; 0,0; 0,0; 0,0; 0,0; 0,0
"06320215 Øvrige indsatser i Asien og Mellemøsten "; 163,2; 0,0; 0,0; 0,0; 0,0; 0,0
"06320217 Bolivia "; -8,7; 0,0; 0,0; 0,0; 0,0; 0,0
"06320218 Øvrige indsatser i Latinamerika "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"063204 Personelbistand "; 248,6; 258,8; 40,0; 38,0; 29,0; 33,0
"06320410 Rådgiverbistand "; 3,9; 4,0; 3,0; 3,0; 3,0; 3,0
"06320412 Firmarådgivere "; 21,7; 30,0; 37,0; 35,0; 26,0; 30,0
"06320414 IT-, ejend., rejse-, komp. og kom. udgifter "; 99,4; 100,2; 0,0; 0,0; 0,0; 0,0
"06320415 Rådgivende enheder "; 123,6; 124,6; 0,0; 0,0; 0,0; 0,0
"063205 Danidas erhvervsplatform "; -15,6; 0,0; 0,0; 0,0; 0,0; 0,0
"06320512 Erhvervsindsatser og samfundsansvar "; -14,9; 0,0; 0,0; 0,0; 0,0; 0,0
"06320515 Innovative Partnerskaber "; -0,6; 0,0; 0,0; 0,0; 0,0; 0,0
"06320516 FN's Global Compact "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"063207 Lånebistand "; 0,0; 35,5; 75,0; 107,9; 50,0; 95,6
"06320714 Gældslettelse til udviklingslandene "; 0,0; 35,5; 75,0; 107,9; 50,0; 95,6
"063208 Øvrig bistand "; 768,6; 765,0; 965,3; 794,0; 794,0; 794,0
"06320810 Styrkelse af indsatser i nærområder "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"06320820 Bilateral regionalbistand "; -0,7; 0,0; 0,0; 0,0; 0,0; 0,0
"06320830 Projekter, demokrati og menneskerettigheder "; -4,8; 0,0; 0,0; 0,0; 0,0; 0,0
"06320835 OHCHR "; 70,0; 60,0; 60,0; 60,0; 60,0; 60,0
"06320840 DIGNITY - Dansk Institut mod Tortur "; 53,3; 53,0; 53,0; 53,0; 53,0; 53,0
"06320850 Det Arabiske Initiativ "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06320860 Stabilisering og konfliktforebyggelse "; 61,3; 65,0; 65,0; 65,0; 65,0; 65,0
"06320870 Demokrati, menneskerettigheder og god reg. "; 153,5; 147,0; 177,3; 176,0; 176,0; 176,0
"06320875 Internationale sundhedskriser "; 0,0; 0,0; 170,0; 0,0; 0,0; 0,0
"06320880 Freds- og Stabiliseringsfonden "; 396,1; 400,0; 400,0; 400,0; 400,0; 400,0
"06320885 Institut for Menneskerettigheder (IMR) "; 40,0; 40,0; 40,0; 40,0; 40,0; 40,0
"063209 Dansk-Arabisk Partnerskabsprogram "; 197,5; 200,0; 200,0; 200,0; 200,0; 200,0
"06320910 Dansk-arabiske partnerskabsaftaler "; 163,0; 163,0; 155,0; 155,0; 155,0; 155,0
"06320920 Øvrige indsatser "; 34,5; 37,0; 45,0; 45,0; 45,0; 45,0
"063210 Nærområde- og migrationsfond "; 298,7; 490,0; 640,0; 690,0; 725,0; 750,0
"06321013 Retfærdigt og humant asylsystem "; 198,7; 300,0; 300,0; 300,0; 300,0; 300,0
"06321014 IOM "; 50,0; 50,0; 50,0; 100,0; 100,0; 100,0
"06321015 Fælleseuropæiske migrationsindsatser "; 50,0; 15,0; 15,0; 15,0; 15,0; 15,0
"06321016 Fremtidens flygtningerespons "; 0,0; 125,0; 200,0; 50,0; 175,0; 125,0
"06321017 Øvrige nærområde og migrationsindsatser "; 0,0; 0,0; 75,0; 225,0; 135,0; 210,0
"063211 Naboskabsprogram "; 196,1; 160,0; 160,0; 160,0; 160,0; 160,0
"06321110 Programindsatser "; 177,1; 140,0; 140,0; 140,0; 140,0; 140,0
"06321120 Øvrige indsatser "; 19,0; 20,0; 20,0; 20,0; 20,0; 20,0
"0633 Bistand gennem civilsamfundsorganisationer "; 960,4; 935,8; 1002,5; 1002,5; 1002,5; 1002,5
"063301 Bistand gennem civilsamfundsorganisationer "; 960,4; 935,8; 1002,5; 1002,5; 1002,5; 1002,5
"06330110 Strategiske Partnerskaber "; 660,5; 664,0; 729,0; 729,0; 729,0; 729,0
"06330111 Strategiske Initiativer "; 10,0; 10,0; 15,0; 15,0; 15,0; 15,0
"06330112 Puljeordninger og netværk "; 290,0; 261,8; 258,5; 258,5; 258,5; 258,5
"0634 Naturressourcer, energi og klimaforandringer "; 1285,1; 1745,0; 2063,3; 2038,3; 1878,5; 1767,5
"063401 Naturressourcer, energi og klimaforandringer "; 1285,1; 1745,0; 2063,3; 2038,3; 1878,5; 1767,5
"06340110 Klima, konflikt, fordriv. og irr. mig. Afrika"; 40,0; 200,0; 200,0; 200,0; 200,0; 200,0
"06340120 Bilaterale miljøindsatser "; -26,4; 0,0; 0,0; 0,0; 0,0; 0,0
"06340135 Sammenslutningen af byer, C40 "; 67,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06340140 Energi og vandressourcer "; 213,0; 709,5; 520,3; 500,3; 709,5; 709,5
"06340150 FN's Miljøprogram (UNEP) "; 0,0; 0,0; 50,0; 50,0; 50,0; 50,0
"06340160 Den Globale Miljøfacilitet (GEF) "; 0,0; 0,0; 150,0; 350,0; 0,0; 0,0
"06340170 Klimapulje "; 672,6; 727,5; 750,0; 750,0; 750,0; 750,0
"06340175 Miljøbidrag og modstandsdyg. mod klimaforand."; 327,1; 108,0; 393,0; 188,0; 133,0; 58,0
"06340180 Øvrige bidrag "; -8,3; 0,0; 0,0; 0,0; 0,0; 0,0
"06340185 Ozonfonden "; 0,0; 0,0; 0,0; 0,0; 36,0; 0,0
"0635 Oplysningsvirksomhed "; 15,5; 88,5; 64,0; 82,8; 82,8; 82,8
"063501 Oplysning i Danmark mv. "; 15,5; 88,5; 64,0; 82,8; 82,8; 82,8
"06350110 Projekter i Danmark "; -1,4; 0,0; 0,0; 0,0; 0,0; 0,0
"06350111 Forskningsvirksomhed "; -7,7; 0,0; 0,0; 0,0; 0,0; 0,0
"06350113 Oplysningsvirksomhed "; 4,7; 64,5; 40,0; 58,8; 58,8; 58,8
"06350114 Kulturelt samarbejde (CKU) "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"06350117 Seminarer, kurser, konferencer mv. "; 2,9; 9,0; 9,0; 9,0; 9,0; 9,0
"06350118 Evaluering "; 17,1; 15,0; 15,0; 15,0; 15,0; 15,0
"0636 Multilateral bistand gennem FN mv. "; 2313,8; 1801,7; 2006,0; 2057,2; 2080,5; 2004,2
"063601 UNDP "; 507,6; 502,0; 525,0; 525,0; 525,0; 525,0
"06360110 FN's Udviklingsprogram (UNDP) "; 327,0; 327,0; 350,0; 350,0; 350,0; 350,0
"06360112 FN's Ligestillingsenhed (UN Women) "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06360114 FN-byen "; 180,7; 175,0; 175,0; 175,0; 175,0; 175,0
"063602 De Forenede Nationers Børnefond (UNICEF) "; 136,0; 125,0; 150,0; 150,0; 150,0; 150,0
"06360210 Generelt bidrag til UNICEF "; 136,0; 125,0; 150,0; 150,0; 150,0; 150,0
"063603 Befolkning, Sundhed og Ligestilling "; 933,0; 863,0; 895,0; 895,0; 935,0; 855,0
"06360310 FN's Befolkningsfond (UNFPA) "; 386,0; 350,0; 350,0; 350,0; 350,0; 350,0
"06360311 SRSR ved globalt civilsamfund "; 219,0; 200,0; 210,0; 210,0; 250,0; 170,0
"06360312 Verdenssundhedsorg. WHO's udvik. aktiviteter "; 35,0; 70,0; 70,0; 70,0; 70,0; 70,0
"06360313 FN's Ligestillingsenhed (UN Women) "; 78,0; 78,0; 75,0; 75,0; 75,0; 75,0
"06360314 FN's Aidsbekæmpelsesprogram (UNAIDS) m.fl. "; 40,0; 40,0; 40,0; 40,0; 40,0; 40,0
"06360316 Den Globale Fond "; 125,0; 125,0; 125,0; 125,0; 125,0; 125,0
"06360317 Den Globale Vaccine Alliance (Gavi) "; 50,0; 0,0; 25,0; 25,0; 25,0; 25,0
"063604 Uddannelse "; 534,0; 200,0; 325,0; 362,5; 362,5; 362,5
"06360410 Global Partnership for Education "; 435,0; 200,0; 250,0; 250,0; 250,0; 250,0
"06360411 Education Cannot Wait "; 64,0; 0,0; 75,0; 75,0; 75,0; 75,0
"06360412 Øvrige multilaterale uddannelsesindsatser "; 35,0; 0,0; 0,0; 37,5; 37,5; 37,5
"063606 FNUD "; 203,2; 111,7; 111,0; 124,7; 108,0; 111,7
"06360610 FN's organisation for industriel udv. (UNIDO)"; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06360616 Interessevaretagelse i int. organisationer "; 100,8; 90,0; 90,0; 90,0; 90,0; 90,0
"06360623 OECD-DAC udviklingsrelateret bidrag "; 5,0; 6,7; 0,0; 14,7; 0,0; 6,7
"06360624 Diverse multilaterale bidrag "; 97,4; 15,0; 21,0; 20,0; 18,0; 15,0
"0637 Udviklingsbanker, -fonde og EU "; 2398,1; 1872,9; 1652,6; 1877,4; 1513,2; 1427,8
"063701 Verdensbankgruppen "; 1295,0; 548,0; 682,2; 904,4; 772,5; 772,5
"06370110 Verdensbanken (IBRD) "; 174,6; 32,0; 70,0; 91,0; 0,0; 0,0
"06370111 Den Internationale Udviklingssammenslu. (IDA)"; 1035,4; 516,0; 562,2; 763,4; 722,5; 722,5
"06370119 Verdensbankens indsatser for skrøbelighed, mv"; 85,0; 0,0; 50,0; 50,0; 50,0; 50,0
"063702 Regionale udviklingsbanker "; 66,8; 67,0; 66,0; 66,0; 65,5; 65,5
"06370210 Den Afrikanske Udviklingsbank (AfDB) "; 66,8; 67,0; 66,0; 66,0; 65,5; 65,5
"063703 Udviklingsfonde m.v. "; 351,5; 386,6; 411,6; 594,8; 422,4; 388,8
"06370310 Den Afrikanske Udviklingsfond (AfDF) "; 174,4; 175,0; 173,0; 346,0; 173,0; 173,0
"06370313 Den Nordiske Udviklingsfond (NDF) "; 0,0; 40,0; 49,0; 49,0; 49,0; 49,0
"06370314 Multilaterale gældslettelsesinitiativer "; 177,0; 171,6; 189,6; 199,8; 200,4; 166,8
"063704 Bistand gennem Den Europæiske Union (EU) "; 684,8; 591,0; 414,0; 310,0; 251,0; 201,0
"06370410 Den Europæiske Udviklingsfond (EUF) "; 684,8; 591,0; 414,0; 310,0; 251,0; 201,0
"063705 Delegerede Partnerskaber "; 0,0; 280,3; 78,8; 2,2; 1,8; 0,0
"06370510 Partnerskab vedr. støtte til udvikling af udv"; 0,0; 28,9; 0,9; 0,0; 0,0; 0,0
"06370511 Partnerskab vedr. fremme af demokratisk reger"; 0,0; 46,7; 0,4; 0,0; 0,0; 0,0
"06370512 Partnerskab vedr. støtte til fødevaresikkerhe"; 0,0; 26,8; 0,7; 0,4; 0,0; 0,0
"06370513 Partnerskab vedr. støtte til kvinder og unge "; 0,0; 114,3; 1,8; 1,8; 1,8; 0,0
"06370514 Partnerskab vedr. støtte til privat virksomhe"; 0,0; 2,7; 0,0; 0,0; 0,0; 0,0
"06370515 Partnerskab vedr. retshjælp til sårbare "; 0,0; 13,4; 0,0; 0,0; 0,0; 0,0
"06370516 Partnerskab vedr. støtte til skattemoderniser"; 0,0; 6,5; 0,0; 0,0; 0,0; 0,0
"06370517 Partnerskab vedr. markedsdrevet kommercialise"; 0,0; 19,0; 0,0; 0,0; 0,0; 0,0
"06370518 Partnerskab vedr. Freds- og Stabiliseringspro"; 0,0; 7,0; 75,0; 0,0; 0,0; 0,0
"06370519 Partnerskab vedr. økonomisk vækst og jobskabe"; 0,0; 15,0; 0,0; 0,0; 0,0; 0,0
"0638 Partnerskaber for bæredygtig vækst "; 971,8; 1138,0; 1388,0; 1243,0; 1247,0; 1203,0
"063801 Mobilisering - finansiering til investeringer "; 217,5; 468,0; 670,0; 620,0; 618,0; 580,0
"06380110 Multilateral regionalbistand "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"06380111 Investeringsfonden for Udviklingslande (IFU) "; 0,0; 0,0; 100,0; 100,0; 150,0; 150,0
"06380112 Den int. finansieringsinstitution (IFC) "; 184,5; 0,0; 90,0; 90,0; 38,0; 0,0
"06380113 DSIF "; 33,3; 418,0; 400,0; 400,0; 400,0; 400,0
"06380114 Projektudviklingsfacilitet DSIF "; 0,0; 50,0; 50,0; 0,0; 0,0; 0,0
"06380116 Udviklingsgarantier "; 0,0; 0,0; 30,0; 30,0; 30,0; 30,0
"063802 Rammebetingelser, viden og forr. muligheder "; 756,0; 670,0; 718,0; 623,0; 629,0; 623,0
"06380211 Konfliktforebyggelse "; -0,6; 0,0; 0,0; 0,0; 0,0; 0,0
"06380212 Partnerskaber for bæredygtig vækst "; 201,0; 84,0; 170,0; 75,0; 81,0; 75,0
"06380213 Sektorrådgivere "; 69,3; 86,0; 98,0; 98,0; 98,0; 98,0
"06380214 Strategisk sektorsamarbejde "; 41,8; 125,0; 140,0; 140,0; 140,0; 140,0
"06380215 FN's Arbejdsorganisation (ILO) "; 35,0; 20,0; 20,0; 20,0; 20,0; 20,0
"06380216 Støtte til aktiviteter indenfor handel og udv"; 50,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06380218 Verdensmålsfacilitet "; 15,6; 10,0; 10,0; 10,0; 10,0; 10,0
"06380219 Forskningssamarbejde "; 219,2; 220,0; 220,0; 220,0; 220,0; 220,0
"06380220 Stipendiatbistand "; 59,8; 60,0; 60,0; 60,0; 60,0; 60,0
"06380221 Arbejdsmarkeder og rammebetingelser "; 65,0; 65,0; 0,0; 0,0; 0,0; 0,0
"063803 Diverse multilaterale bidrag "; -1,8; 0,0; 0,0; 0,0; 0,0; 0,0
"06380310 Diverse multilaterale bidrag "; -1,3; 0,0; 0,0; 0,0; 0,0; 0,0
"06380320 Støtte til Int. Menneskerettigheder, NGO'er "; -0,5; 0,0; 0,0; 0,0; 0,0; 0,0
"0639 Humanitær bistand "; 2843,2; 2700,0; 2700,0; 2700,0; 2700,0; 2700,0
"063901 Humanitære organisationer "; 875,0; 875,0; 875,0; 875,0; 875,0; 875,0
"06390110 FN's Flygtningehøjkommissariat (UNHCR) "; 235,0; 235,0; 235,0; 235,0; 235,0; 235,0
"06390111 FN's org. for Palæstinaflygtninge (UNRWA) "; 105,0; 105,0; 105,0; 105,0; 105,0; 105,0
"06390112 FN's Humanitære Koordinationskontor (OCHA) "; 70,0; 70,0; 70,0; 70,0; 70,0; 70,0
"06390113 FN's Fødevareprogram (WFP) "; 210,0; 210,0; 210,0; 210,0; 210,0; 210,0
"06390114 Den Internationale Røde Kors Komite (ICRC) "; 70,0; 70,0; 70,0; 70,0; 70,0; 70,0
"06390116 FN's Centrale Humanitære Fond (CERF) "; 170,0; 170,0; 170,0; 170,0; 170,0; 170,0
"06390117 FN's Organisation for Minerydning (UNMAS) "; 15,0; 15,0; 15,0; 15,0; 15,0; 15,0
"063902 Humanitære bidrag kriser "; -7,8; 0,0; 0,0; 0,0; 0,0; 0,0
"06390211 Civile beredskaber og akutte hum. indsatser "; -2,1; 0,0; 0,0; 0,0; 0,0; 0,0
"06390212 Bistand til flyg og internt fordrevne i nærom"; -6,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06390213 Nødhjælpspuljer "; 0,3; 0,0; 0,0; 0,0; 0,0; 0,0
