"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2008";"2009";"2010";"2011";"2012";"2013" 
"06111925 Støtteindsatser i EU's nabolande "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"061179 Reserver og budgetregulering "; 0,0; -2,6; 0,0; 0,0; 0,0; 0,0
"06117986 Budgetregulering vedr. ASC "; 0,0; -4,7; 0,0; 0,0; 0,0; 0,0
"06117987 Reserve til betaling til ASC "; 0,0; 2,1; 0,0; 0,0; 0,0; 0,0
"062 Internationale organisationer "; 428,4; 625,1; 631,4; 631,5; 621,4; 621,4
"0621 Nordiske formål "; 135,0; 146,6; 135,6; 135,6; 135,6; 135,6
"062101 Nordisk Ministerråd "; 135,0; 146,6; 135,6; 135,6; 135,6; 135,6
"06210110 Nordisk Ministerråd "; 135,0; 146,6; 135,6; 135,6; 135,6; 135,6
"0622 Øvrige internationale organisationer "; 293,3; 478,5; 495,8; 495,9; 485,8; 485,8
"062201 Fredsbevarende operationer "; 85,0; 228,2; 242,5; 242,5; 242,5; 242,5
"06220110 De Forenede Nationer "; 66,9; 207,4; 221,6; 221,6; 221,6; 221,6
"06220120 Internationale straffedomstrole "; 18,1; 20,8; 20,9; 20,9; 20,9; 20,9
"062203 Øvrige organisationer "; 206,2; 245,8; 248,7; 248,8; 238,7; 238,7
"06220310 Almindelig virksomhed "; 206,2; 245,8; 248,7; 248,8; 238,7; 238,7
"062205 Den Europæiske Investeringsbank "; 2,1; 4,5; 4,6; 4,6; 4,6; 4,6
"06220510 Den Europæiske Investeringsbank "; 2,1; 4,5; 4,6; 4,6; 4,6; 4,6
"063 Bistand til udviklingslandene "; 11999,5; 13134,4; 12596,5; 13497,1; 13692,8; 13696,8
"0631 Reserver "; 0,8; 140,0; 0,0; 100,0; 100,0; 100,0
"063179 Reserver "; 0,8; 140,0; 0,0; 100,0; 100,0; 100,0
"06317910 Reserve "; 0,8; 140,0; 0,0; 100,0; 100,0; 100,0
"0632 Bilateral bistand "; 5520,5; 6816,4; 5851,2; 7048,4; 7294,4; 7098,5
"063201 Udviklingslande i Afrika "; 2751,5; 3833,0; 2825,1; 4006,0; 4091,0; 4246,0
"06320110 Tanzania "; 495,9; 935,0; 15,0; 890,0; 15,0; 415,0
"06320111 Kenya "; 124,8; 385,0; 500,0; 205,0; 5,0; 5,0
"06320112 Uganda "; 32,1; 425,0; 530,0; 335,0; 15,0; 315,0
"06320113 Mozambique "; 160,0; 175,0; 1010,0; 15,0; 845,0; 560,0
"06320115 Ghana "; 771,0; 13,0; 486,0; 406,0; 6,0; 906,0
"06320116 Benin "; 274,1; 0,0; 0,0; 650,0; 450,0; 110,0
"06320117 Burkina Faso "; 379,6; 455,0; 5,0; 125,0; 665,0; 135,0
"06320118 Zambia "; 215,1; 95,0; 5,0; 305,0; 105,0; 405,0
"06320119 Egypten "; -1,5; 0,0; 0,0; 0,0; 0,0; 0,0
"06320120 Mali "; 15,0; 510,0; 10,0; 10,0; 620,0; 135,0
"06320123 Øvrige indsatser i Afrika "; 250,4; 710,0; 40,0; 5,0; 355,0; 150,0
"06320124 hiv/aids "; 0,0; 0,0; 0,0; 400,0; 250,0; 300,0
"06320125 Særlige bilaterale kvinde-indsatser i Afrika "; 35,0; 130,0; 30,0; 210,0; 210,0; 210,0
"06320126 AK "; 0,0; 0,0; 194,1; 450,0; 550,0; 600,0
"063202 Udviklingslande i Asien og Latinamerika "; 782,2; 1044,0; 1280,9; 951,0; 1326,0; 1011,0
"06320209 Afghanistan "; 0,0; 255,0; 266,9; 325,0; 325,0; 325,0
"06320211 Bangladesh "; 7,3; 10,0; 400,0; 10,0; 390,0; 10,0
"06320212 Nepal "; 175,0; 230,0; 80,0; 10,0; 340,0; 210,0
"06320213 Bhutan "; 53,6; 76,0; 6,0; 56,0; 6,0; 6,0
"06320214 Vietnam "; 393,8; 85,0; 150,0; 205,0; 5,0; 5,0
"06320215 Øvrige indsatser i Asien "; 206,8; 172,0; 60,0; 140,0; 20,0; 20,0
"06320216 Nicaragua "; -1,2; 126,0; 8,0; 165,0; 60,0; 240,0
"06320217 Bolivia "; -17,7; 90,0; 310,0; 10,0; 180,0; 195,0
"06320218 Øvrige indsatser i Latinamerika "; -35,4; 0,0; 0,0; 30,0; 0,0; 0,0
"063204 Personelbistand "; 243,3; 332,6; 289,4; 300,3; 326,4; 290,5
"06320410 Rådgiverbistand "; -26,8; 31,8; 18,9; 10,0; 46,1; 10,2
"06320411 Stipendiatbistand "; 50,6; 60,0; 60,0; 60,0; 50,0; 50,0
"06320412 Firmarådgivere "; 84,0; 92,0; 45,7; 92,0; 92,0; 92,0
"06320413 Bistandsfaglig kompetenceudvikling mv. "; 15,0; 17,8; 17,8; 17,8; 17,8; 17,8
"06320414 IT-, ejend., rejse- og kom. udgifter "; 50,0; 60,0; 70,0; 50,0; 50,0; 50,0
"06320415 Rådgivende enheder "; 70,5; 71,0; 77,0; 70,5; 70,5; 70,5
"063205 Business-to-Business Programmet mv. "; 222,2; 233,0; 232,0; 183,0; 183,0; 183,0
"06320512 Business-to-Business Programmer (B2B) "; 180,5; 200,0; 200,0; 160,0; 160,0; 160,0
"06320513 CSR træningsfonden vedr. IFU-investeringer "; 6,0; 3,0; 3,0; 3,0; 3,0; 3,0
"06320515 Innovative Partnerskaber "; 29,8; 27,0; 27,0; 18,0; 18,0; 18,0
"06320516 FN's Global Compact "; 6,0; 3,0; 2,0; 2,0; 2,0; 2,0
"063206 Blandede kreditter "; 348,6; 350,0; 350,0; 300,0; 300,0; 300,0
"06320610 Blandede kreditter "; 348,6; 350,0; 350,0; 300,0; 300,0; 300,0
"063207 Lånebistand "; 605,9; 261,0; 80,0; 540,1; 300,0; 300,0
"06320712 Afskrivning af lån "; 155,5; 0,0; 0,0; 0,0; 0,0; 0,0
"06320714 Gældslettelse til udviklingslandene "; 450,4; 261,0; 80,0; 540,1; 300,0; 300,0
"063208 Øvrig bistand "; 364,0; 568,0; 643,8; 568,0; 568,0; 568,0
"06320810 Styrkelse af indsatser i nærområder "; -0,4; 0,0; 0,0; 0,0; 0,0; 0,0
"06320820 Bilateral regionalbistand "; -0,7; 0,0; 0,0; 0,0; 0,0; 0,0
"06320830 Projekter, demokrati og menneskerettigheder "; -3,7; 0,0; 0,0; 0,0; 0,0; 0,0
"06320840 Støtte til RCT "; 47,0; 48,0; 48,0; 48,0; 48,0; 48,0
"06320850 Det Arabiske Initiativ "; 100,9; 100,0; 100,0; 100,0; 100,0; 100,0
"06320860 Stabilisering og konfliktforebyggelse "; 75,8; 250,0; 245,8; 250,0; 250,0; 250,0
"06320870 Demokrati og menneskerettigheder "; 145,1; 170,0; 250,0; 170,0; 170,0; 170,0
"063210 Overgangsbistand til vestlige Balkan "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"06321011 Overgangsbistand til øvrige Balkan "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"063211 Naboskabsprogram "; 203,0; 194,8; 150,0; 200,0; 200,0; 200,0
"06321110 Programindsatser "; 198,8; 165,0; 110,0; 160,0; 160,0; 160,0
"06321120 Øvrige indsatser "; 4,2; 29,8; 40,0; 40,0; 40,0; 40,0
"0633 NGO-bistand "; 1022,7; 1013,0; 1023,0; 1023,0; 1023,0; 1023,0
"063301 Bistand gennem private organisationer "; 1022,7; 1013,0; 1023,0; 1023,0; 1023,0; 1023,0
"06330110 Rammeaftaler "; 530,6; 547,0; 547,0; 547,0; 547,0; 547,0
"06330111 Andre samarbejdsformer med NGO'er "; 366,1; 337,0; 342,0; 341,0; 341,0; 341,0
"06330112 Puljeordninger "; 125,9; 129,0; 134,0; 135,0; 135,0; 135,0
"0634 Miljø- og klimabistand "; 423,6; 457,8; 856,8; 613,5; 729,5; 713,5
"063401 Miljø- og klimabistand i udviklingslande mv. "; 423,6; 457,8; 856,8; 613,5; 729,5; 713,5
"06340110 Nye danske indsatser i globale miljøprogram. "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"06340120 Bilaterale miljøindsatser "; 184,7; 70,0; 10,8; 384,5; 559,5; 489,5
"06340130 Konsulenter og rådgivende firmaer "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06340140 Informationsindsats "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06340150 FN's Miljøprogram (UNEP) "; 0,0; 40,0; 0,0; 40,0; 0,0; 40,0
"06340160 Den Globale Miljøfacilitet (GEF) "; 0,0; 0,0; 400,0; 0,0; 0,0; 0,0
"06340170 Klimapulje "; 61,3; 189,8; 285,0; 0,0; 0,0; 0,0
"06340180 Øvrige miljøbidrag "; 177,7; 158,0; 161,0; 189,0; 170,0; 184,0
"0635 Forsknings- og oplysningsvirksomhed "; 350,8; 318,1; 264,6; 316,6; 264,6; 310,6
"063501 Forskning og oplysning i Danmark mv. "; 301,8; 268,1; 204,7; 256,6; 204,6; 250,6
"06350110 Projekter i Danmark "; 85,1; 16,8; 0,0; 50,0; 0,0; 0,0
"06350111 Forskningsvirksomhed "; 136,6; 175,7; 133,1; 135,0; 135,0; 135,0
"06350113 Oplysningsvirksomhed "; 29,2; 36,0; -8,0; 34,0; 34,0; 34,0
"06350114 Kulturelt samarbejde "; 0,0; 0,0; 42,0; 0,0; 0,0; 42,0
"06350115 Udredningsvirksomhed "; 5,9; 10,6; 10,6; 10,6; 10,6; 10,6
"06350117 Seminarer, kurser, konferencer mv. "; 27,1; 9,0; 7,0; 7,0; 5,0; 9,0
"06350118 Evaluering "; 17,9; 20,0; 20,0; 20,0; 20,0; 20,0
"063502 International udviklingsforskning "; 48,9; 50,0; 59,9; 60,0; 60,0; 60,0
"06350210 International landbrugsforskning (CGIAR) "; 34,0; 35,0; 34,9; 35,0; 35,0; 35,0
"06350211 Anden international udviklingsforskning "; 15,0; 15,0; 25,0; 25,0; 25,0; 25,0
"0636 Multilateral bistand gennem FN mv. "; 1843,4; 1600,0; 1560,3; 1372,9; 1398,9; 1334,9
"063601 UNDP "; 395,4; 371,0; 391,9; 369,0; 369,0; 369,0
"06360110 FN's Udviklingsprogram (UNDP) "; 350,0; 320,0; 320,0; 320,0; 320,0; 320,0
"06360112 FN's Udviklingsfond for Kvinder (UNIFEM) "; 10,0; 10,0; 10,0; 10,0; 10,0; 10,0
"06360114 FN-center i København "; 35,4; 41,0; 61,9; 39,0; 39,0; 39,0
"063602 De Forenede Nationers Børnefond (UNICEF) "; 208,2; 207,2; 182,3; 184,2; 184,2; 184,2
"06360210 Generelt bidrag til UNICEF "; 180,0; 180,0; 155,0; 155,0; 155,0; 155,0
"06360211 UNICEF's lagerfaciliteter i København "; 28,2; 27,2; 27,3; 29,2; 29,2; 29,2
"063603 HIV/AIDS, Befolknings- og sundhedsprogrammer "; 580,3; 740,0; 750,1; 655,0; 585,0; 655,0
"06360310 FN's Befolkningsfond (UNFPA) "; 230,0; 230,0; 205,0; 205,0; 205,0; 205,0
"06360311 IPPF m.fl. "; 0,0; 165,0; 165,0; 250,0; 0,0; 250,0
"06360312 Verdenssundhedsorg. WHO's udvik. aktiviteter "; 0,0; 40,0; 80,0; 0,0; 80,0; 0,0
"06360314 FN's Aids-bekæmpelsesprogram (UNAIDS) "; 0,0; 105,0; 100,1; 0,0; 100,0; 0,0
"06360315 Hiv/aids og øvrige befolkningsprogrammer "; 150,3; 0,0; 0,0; 0,0; 0,0; 0,0
"06360316 Den Globale Fond "; 175,0; 175,0; 175,0; 175,0; 175,0; 175,0
"06360317 Det globale vaccinationsinitiativ (GAVI) "; 25,0; 25,0; 25,0; 25,0; 25,0; 25,0
"063604 FN programmer for landsbrugsudvikling "; 180,0; 155,0; 30,1; 0,0; 75,0; 0,0
"06360410 FN's Verdensfødevareprogram (WFP) "; 160,0; 80,0; 30,1; 0,0; 0,0; 0,0
"06360411 FN's Landbrugsudviklingsfond (IFAD) "; 20,0; 75,0; 0,0; 0,0; 75,0; 0,0
"063605 Globale Miljøprogrammer "; 0,0; 0,0; -1,0; 0,0; 0,0; 0,0
"06360510 FN's Miljøprogram (UNEP) "; 0,0; 0,0; -1,0; 0,0; 0,0; 0,0
"063606 FNUD "; 479,6; 126,8; 206,9; 164,7; 185,7; 126,7
"06360610 FN's organisation for industriel udv. (UNIDO)"; 5,4; 5,0; 5,9; 5,9; 5,9; 5,9
"06360613 FN's arbejdsorganisation (ILO) "; 60,0; 0,0; 40,0; 0,0; 40,0; 0,0
"06360614 UNESCO "; 40,0; 0,0; 40,0; 0,0; 20,0; 0,0
"06360616 Multilaterale rådgivere "; 69,9; 75,0; 73,2; 75,0; 75,0; 75,0
"06360617 UNODC "; 5,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06360619 FN-forbundet i Danmark "; 1,8; 1,8; 1,8; 1,8; 1,8; 1,8
"06360620 SHU "; 85,0; 25,0; 31,0; 62,0; 28,0; 24,0
"06360621 FN's Fredsbevarende operationer "; 200,8; 0,0; 0,0; 0,0; 0,0; 0,0
"06360623 OECD-DAC udviklingsrelateret bidrag "; 0,0; 5,0; 0,0; 5,0; 0,0; 5,0
"06360624 Diverse multilaterale bidrag "; 11,7; 10,0; 10,0; 10,0; 10,0; 10,0
"06360625 FN's kontor for narkotika og kriminalitet "; 0,0; 5,0; 5,0; 5,0; 5,0; 5,0
"0637 Udviklingsbanker, -fonde og EU "; 1597,5; 1521,1; 1607,0; 1694,7; 1554,4; 1788,3
"063701 Verdensbankgruppen "; 787,0; 555,0; 579,1; 564,0; 534,0; 784,0
"06370110 Verdensbanken (IBRD) "; 15,0; 0,0; 0,0; 10,0; 0,0; 0,0
"06370111 Den internationale Udviklingssammenslu. (IDA)"; 630,0; 420,0; 420,0; 420,0; 400,0; 650,0
"06370113 Den internationale finansieringsinsti. (IFC) "; 27,0; 0,0; 25,0; 0,0; 0,0; 0,0
"06370114 Bistand til Mellemøsten gennem IBRD "; 0,0; 0,0; 0,1; 0,0; 0,0; 0,0
"06370115 Special Action Account "; 0,0; 0,0; -1,0; -1,0; -1,0; -1,0
"06370116 Fast-track initiativet "; 85,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06370117 VB globale facilitet for kat.forebyg. "; 30,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06370118 Fast-track initiativet "; 0,0; 135,0; 135,0; 135,0; 135,0; 135,0
"063702 Regionale udviklingsbanker "; 20,0; 0,0; 318,9; 180,0; 0,0; 0,0
"06370210 Den afrikanske Udviklingsbank (AfDB) "; 20,0; 0,0; 258,9; 180,0; 0,0; 0,0
"06370211 Den asiatiske Udviklingsbank (AsDB) "; 0,0; 0,0; 60,0; 0,0; 0,0; 0,0
"063703 Udviklingsfonde m.v. "; 300,8; 413,4; 266,5; 392,6; 482,0; 448,0
"06370310 Den afrikanske Udviklingsfond (AfDF) "; 123,3; 123,4; 123,5; 200,0; 250,0; 250,0
"06370311 Den asiatiske Udviklingsfond (AsDF) "; 45,7; 100,0; 0,0; 0,0; 0,0; 0,0
"06370313 Den nordiske Udviklingsfond (NDF) "; 67,3; 141,0; 21,0; 64,0; 48,0; 36,0
"06370314 Multilaterale gældslettelsesinitiativer "; 64,4; 49,0; 122,0; 128,6; 184,0; 162,0
"063704 Bistand gennem Den Europæiske Union (EU) "; 489,7; 552,7; 442,5; 558,1; 538,4; 556,3
"06370410 Den Europæiske Udviklingsfond (EUF) "; 489,7; 552,7; 442,5; 558,1; 538,4; 556,3
"0638 Multilateral bistand til øvrige indsatser "; 0,0; 0,0; -0,5; 0,0; 0,0; 0,0
"063802 Indsatser vedr. stabilitet og sikkerhed "; 0,0; 0,0; -0,5; 0,0; 0,0; 0,0
"06380211 Konfliktforebyggelse "; 0,0; 0,0; -0,5; 0,0; 0,0; 0,0
"0639 Humanitær bistand "; 1240,4; 1268,0; 1434,1; 1328,0; 1328,0; 1328,0
"063901 Humanitære organisationer "; 330,0; 425,0; 460,0; 490,0; 490,0; 490,0
"06390110 FN's Flygtningehøjkommissær (UNHCR) "; 130,0; 130,0; 130,0; 130,0; 130,0; 130,0
"06390111 FN's org. for Palæstinaflygtninge (UNRWA) "; 70,0; 70,0; 70,0; 70,0; 70,0; 70,0
"06390112 FN's Humanitære Koordinationskontor (OCHA) "; 10,0; 10,0; 20,0; 20,0; 20,0; 20,0
"06390113 Humanitær fødevarebistand (WFP) "; 35,0; 115,0; 155,0; 185,0; 185,0; 185,0
"06390114 Den internationale Røde Kors Komite (ICRC) "; 20,0; 20,0; 20,0; 20,0; 20,0; 20,0
"06390115 FNs Højkommissær for Menneskerettigheder "; 15,0; 15,0; 0,0; 0,0; 0,0; 0,0
"06390116 FN's humanitære fond (CERF) "; 50,0; 50,0; 50,0; 50,0; 50,0; 50,0
"06390117 FN's organisation for minerydning (UNMAS) "; 0,0; 15,0; 15,0; 15,0; 15,0; 15,0
"063902 Ekstraordinære humanitære bidrag "; 910,4; 843,0; 974,1; 838,0; 838,0; 838,0
"06390210 Ekstraordinære humanitære bidrag "; 556,0; 475,0; 641,1; 415,0; 415,0; 415,0
"06390211 Internationalt Humanitært Beredskab (IHB) "; 60,5; 63,0; 63,0; 63,0; 63,0; 63,0
"06390212 Bistand til flyg og internt fordrevne i nærom"; 293,9; 305,0; 230,0; 300,0; 300,0; 300,0
"06390213 Nødhjælpspuljer "; 0,0; 0,0; 40,0; 60,0; 60,0; 60,0
"064 eksportfremme "; 113,4; 105,0; 128,7; 101,4; 101,4; 94,5
"0641 Fællesudgifter "; 113,4; 105,0; 128,7; 101,4; 101,4; 94,5
"064102 Eksportstipendiater "; 69,6; 74,5; 67,3; 69,6; 69,6; 62,7
"06410210 Eksportstipendiater "; 69,6; 58,9; 51,7; 63,7; 63,7; 62,7
"06410220 Innovationscentre "; 0,0; 15,6; 15,6; 5,9; 5,9; 0,0
"064103 Særlige eksportfremmetilskud "; 43,9; 30,5; 61,4; 31,8; 31,8; 31,8
"06410310 smv-programmet "; 15,6; 12,9; 19,8; 11,2; 11,2; 11,2
"06410320 Eksportfremmetilskud "; 28,3; 17,6; 41,6; 20,6; 20,6; 20,6
"07 Finansministeriet "; 14036,6; 13335,7; 15601,0; 12125,4; 10787,3; 9704,4
"071 Offentlig økonomi "; 10111,0; 9275,4; 11482,6; 8007,0; 6668,9; 5586,0
"0711 Centralstyrelsen "; 363,8; 665,3; 448,8; 461,3; 417,1; 404,1
"071101 Departementet "; 228,4; 229,7; 225,7; 207,7; 203,8; 199,9
"07110110 Almindelig virksomhed "; 212,9; 219,7; 225,7; 207,7; 203,8; 199,9
"07110130 Arbejdsmarkedskommissionen "; 10,5; 7,9; 0,0; 0,0; 0,0; 0,0
"07110140 Skattekommissionen "; 5,0; 2,1; 0,0; 0,0; 0,0; 0,0
"071102 Effektivisering af offentlige institutioner "; 57,3; 331,4; 175,7; 247,7; 207,4; 198,3
"07110210 Effektivisering af offentlige institutioner "; 26,0; 67,0; -28,2; 64,6; 67,0; 65,6
"07110220 Lønrefusion mv. for nationale eksperter "; 7,1; 11,0; 10,8; 10,8; 10,6; 10,4
"07110231 Kapacitetstilpasningsreserve "; 0,0; 54,6; 24,5; 0,0; 0,0; 0,0
"07110232 Implementeringspulje "; 0,0; 135,4; 127,1; 152,7; 113,5; 111,2
